timestamp,category,units_total,units_in_use,units_reserved,units_available,utilisation,icu_demand,emergency_demand,current_queue,department_load,hour_of_day,is_weekend,target_units_needed_1h,target_units_needed_2h
2026-06-01 01:30:00+00:00,ultrasound,6,3.981,0.905,2.019,66.347,67.079,26.832,0.0,100.0,1,False,4.292,5.237
2026-06-01 02:00:00+00:00,ventilators,15,6.4,0.673,8.6,42.667,67.231,26.892,0.0,100.0,2,False,6.479,6.113
2026-06-01 02:00:00+00:00,monitors,12,3.9,0.681,8.1,32.5,67.231,26.892,0.0,100.0,2,False,4.985,5.328
2026-06-01 02:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,67.231,26.892,0.0,100.0,2,False,25.942,26.232
2026-06-01 02:00:00+00:00,defibrillators,8,2.017,0.027,5.983,25.212,67.231,26.892,0.0,100.0,2,False,3.188,3.954
2026-06-01 02:00:00+00:00,ultrasound,6,3.986,0.844,2.014,66.428,67.231,26.892,0.0,100.0,2,False,4.912,4.532
2026-06-01 02:30:00+00:00,ventilators,15,6.18,0.879,8.82,41.2,68.139,27.256,0.0,100.0,2,False,7.352,6.905
2026-06-01 02:30:00+00:00,monitors,12,3.83,0.685,8.17,31.917,68.139,27.256,0.0,100.0,2,False,4.213,3.291
2026-06-01 02:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,68.139,27.256,0.0,100.0,2,False,26.667,26.556
2026-06-01 02:30:00+00:00,defibrillators,8,2.085,0.298,5.915,26.057,68.139,27.256,0.0,100.0,2,False,4.076,3.972
2026-06-01 02:30:00+00:00,ultrasound,6,3.707,0.255,2.293,61.786,68.139,27.256,0.0,100.0,2,False,4.913,4.676
2026-06-01 03:00:00+00:00,ventilators,15,6.27,0.984,8.73,41.8,66.459,26.584,0.0,99.179,3,False,6.268,5.313
2026-06-01 03:00:00+00:00,monitors,12,3.77,0.546,8.23,31.417,66.459,26.584,0.0,99.179,3,False,4.201,3.725
2026-06-01 03:00:00+00:00,infusion_pumps,40,39.817,0.183,0.183,99.542,66.459,26.584,0.0,99.179,3,False,25.741,25.845
2026-06-01 03:00:00+00:00,defibrillators,8,1.714,0.265,6.286,21.426,66.459,26.584,0.0,99.179,3,False,2.608,1.748
2026-06-01 03:00:00+00:00,ultrasound,6,3.676,0.751,2.324,61.269,66.459,26.584,0.0,99.179,3,False,5.63,5.648
2026-06-01 03:30:00+00:00,ventilators,15,6.47,1.171,8.53,43.133,65.737,26.295,0.0,98.317,3,False,5.982,5.869
2026-06-01 03:30:00+00:00,monitors,12,3.71,0.059,8.29,30.917,65.737,26.295,0.0,98.317,3,False,3.768,2.9
2026-06-01 03:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,65.737,26.295,0.0,98.317,3,False,26.04,26.138
2026-06-01 03:30:00+00:00,defibrillators,8,1.485,0.106,6.515,18.566,65.737,26.295,0.0,98.317,3,False,3.373,3.311
2026-06-01 03:30:00+00:00,ultrasound,6,4.159,0.594,1.841,69.325,65.737,26.295,0.0,98.317,3,False,4.624,4.491
2026-06-01 04:00:00+00:00,ventilators,15,6.54,0.979,8.46,43.6,65.27,26.108,0.0,97.933,4,False,6.595,5.742
2026-06-01 04:00:00+00:00,monitors,12,3.67,0.0,8.33,30.583,65.27,26.108,0.0,97.933,4,False,4.248,4.729
2026-06-01 04:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,65.27,26.108,0.0,97.933,4,False,26.18,26.37
2026-06-01 04:00:00+00:00,defibrillators,8,2.423,0.144,5.577,30.291,65.27,26.108,0.0,97.933,4,False,3.608,3.285
2026-06-01 04:00:00+00:00,ultrasound,6,3.95,0.825,2.05,65.831,65.27,26.108,0.0,97.933,4,False,4.827,4.527
2026-06-01 04:30:00+00:00,ventilators,15,6.93,1.058,8.07,46.2,63.57,25.428,0.0,97.067,4,False,5.935,4.799
2026-06-01 04:30:00+00:00,monitors,12,3.62,0.491,8.38,30.167,63.57,25.428,0.0,97.067,4,False,4.044,3.897
2026-06-01 04:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,63.57,25.428,0.0,97.067,4,False,26.08,26.98
2026-06-01 04:30:00+00:00,defibrillators,8,2.441,0.483,5.559,30.517,63.57,25.428,0.0,97.067,4,False,4.175,4.875
2026-06-01 04:30:00+00:00,ultrasound,6,3.701,0.467,2.299,61.682,63.57,25.428,0.0,97.067,4,False,4.496,4.554
2026-06-01 05:00:00+00:00,ventilators,15,6.62,0.9,8.38,44.133,62.444,24.978,0.0,96.665,5,False,6.362,6.137
2026-06-01 05:00:00+00:00,monitors,12,3.55,0.758,8.45,29.583,62.444,24.978,0.0,96.665,5,False,4.278,3.881
2026-06-01 05:00:00+00:00,infusion_pumps,40,39.398,0.602,0.602,98.496,62.444,24.978,0.0,96.665,5,False,24.911,25.282
2026-06-01 05:00:00+00:00,defibrillators,8,2.131,0.286,5.869,26.64,62.444,24.978,0.0,96.665,5,False,3.33,2.552
2026-06-01 05:00:00+00:00,ultrasound,6,3.466,0.791,2.534,57.772,62.444,24.978,0.0,96.665,5,False,4.153,3.657
2026-06-01 05:30:00+00:00,ventilators,15,6.34,0.619,8.66,42.267,64.639,25.855,0.0,97.599,5,False,7.177,8.115
2026-06-01 05:30:00+00:00,monitors,12,3.54,0.818,8.46,29.5,64.639,25.855,0.0,97.599,5,False,5.199,4.939
2026-06-01 05:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,64.639,25.855,0.0,97.599,5,False,26.275,26.762
2026-06-01 05:30:00+00:00,defibrillators,8,2.826,0.666,5.174,35.326,64.639,25.855,0.0,97.599,5,False,4.738,3.412
2026-06-01 05:30:00+00:00,ultrasound,6,4.034,0.043,1.966,67.237,64.639,25.855,0.0,97.599,5,False,5.927,4.918
2026-06-01 06:00:00+00:00,ventilators,15,5.54,0.874,9.46,36.933,64.077,25.631,0.0,65.291,6,False,5.422,5.726
2026-06-01 06:00:00+00:00,monitors,12,3.54,0.481,8.46,29.5,64.077,25.631,0.0,65.291,6,False,4.717,5.222
2026-06-01 06:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,64.077,25.631,0.0,65.291,6,False,26.094,25.968
2026-06-01 06:00:00+00:00,defibrillators,8,1.501,0.0,6.499,18.768,64.077,25.631,0.0,65.291,6,False,3.972,2.721
2026-06-01 06:00:00+00:00,ultrasound,6,4.297,0.099,1.703,71.618,64.077,25.631,0.0,65.291,6,False,5.201,5.852
2026-06-01 06:30:00+00:00,ventilators,15,5.83,0.872,9.17,38.867,65.554,26.222,0.0,65.339,6,False,5.458,6.248
2026-06-01 06:30:00+00:00,monitors,12,3.56,0.112,8.44,29.667,65.554,26.222,0.0,65.339,6,False,3.722,3.423
2026-06-01 06:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,65.554,26.222,0.0,65.339,6,False,26.806,27.031
2026-06-01 06:30:00+00:00,defibrillators,8,3.005,0.0,4.995,37.565,65.554,26.222,0.0,65.339,6,False,4.75,3.694
2026-06-01 06:30:00+00:00,ultrasound,6,4.293,1.129,1.707,71.544,65.554,26.222,0.0,65.339,6,False,6.008,5.957
2026-06-01 07:00:00+00:00,ventilators,15,6.02,0.934,8.98,40.133,67.439,26.976,0.0,78.532,7,False,6.965,6.857
2026-06-01 07:00:00+00:00,monitors,12,3.59,0.428,8.41,29.917,67.439,26.976,0.0,78.532,7,False,5.195,5.22
2026-06-01 07:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,67.439,26.976,0.0,78.532,7,False,27.529,26.656
2026-06-01 07:00:00+00:00,defibrillators,8,2.121,0.805,5.879,26.519,67.439,26.976,0.0,78.532,7,False,4.582,4.177
2026-06-01 07:00:00+00:00,ultrasound,6,4.096,1.008,1.904,68.261,67.439,26.976,0.0,78.532,7,False,6.161,5.44
2026-06-01 07:30:00+00:00,ventilators,15,5.89,1.009,9.11,39.267,68.719,27.487,0.0,70.246,7,False,7.135,7.812
2026-06-01 07:30:00+00:00,monitors,12,3.66,0.746,8.34,30.5,68.719,27.487,0.0,70.246,7,False,6.028,5.405
2026-06-01 07:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,68.719,27.487,0.0,70.246,7,False,26.948,25.92
2026-06-01 07:30:00+00:00,defibrillators,8,3.147,0.633,4.853,39.339,68.719,27.487,0.0,70.246,7,False,4.619,4.64
2026-06-01 07:30:00+00:00,ultrasound,6,4.774,1.076,1.226,79.571,68.719,27.487,0.0,70.246,7,False,6.096,6.162
2026-06-01 08:00:00+00:00,ventilators,15,5.72,1.163,9.28,38.133,70.147,28.059,0.0,65.401,8,False,6.782,7.619
2026-06-01 08:00:00+00:00,monitors,12,3.73,0.43,8.27,31.083,70.147,28.059,0.0,65.401,8,False,5.033,4.555
2026-06-01 08:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,70.147,28.059,0.0,65.401,8,False,26.841,25.782
2026-06-01 08:00:00+00:00,defibrillators,8,2.452,0.402,5.548,30.652,70.147,28.059,0.0,65.401,8,False,4.252,4.532
2026-06-01 08:00:00+00:00,ultrasound,6,4.395,0.502,1.605,73.255,70.147,28.059,0.0,65.401,8,False,6.271,5.988
2026-06-01 08:30:00+00:00,ventilators,15,6.14,0.967,8.86,40.933,70.934,28.374,0.0,75.256,8,False,6.71,6.945
2026-06-01 08:30:00+00:00,monitors,12,3.8,0.352,8.2,31.667,70.934,28.374,0.0,75.256,8,False,5.37,5.242
2026-06-01 08:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,70.934,28.374,0.0,75.256,8,False,27.393,27.294
2026-06-01 08:30:00+00:00,defibrillators,8,2.525,0.337,5.475,31.566,70.934,28.374,0.0,75.256,8,False,4.82,4.712
2026-06-01 08:30:00+00:00,ultrasound,6,4.48,0.937,1.52,74.671,70.934,28.374,0.0,75.256,8,False,6.18,5.873
2026-06-01 09:00:00+00:00,ventilators,15,6.47,0.923,8.53,43.133,70.807,28.323,0.0,71.266,9,False,5.965,4.991
2026-06-01 09:00:00+00:00,monitors,12,3.84,0.086,8.16,32.0,70.807,28.323,0.0,71.266,9,False,5.853,5.834
2026-06-01 09:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,70.807,28.323,0.0,71.266,9,False,26.724,26.716
2026-06-01 09:00:00+00:00,defibrillators,8,2.677,0.007,5.323,33.463,70.807,28.323,0.0,71.266,9,False,3.597,2.882
2026-06-01 09:00:00+00:00,ultrasound,6,4.292,0.25,1.708,71.537,70.807,28.323,0.0,71.266,9,False,5.981,6.081
2026-06-01 09:30:00+00:00,ventilators,15,6.52,1.149,8.48,43.467,73.957,29.583,0.0,70.562,9,False,8.144,8.027
2026-06-01 09:30:00+00:00,monitors,12,3.9,0.583,8.1,32.5,73.957,29.583,0.0,70.562,9,False,5.423,5.235
2026-06-01 09:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,73.957,29.583,0.0,70.562,9,False,27.263,27.483
2026-06-01 09:30:00+00:00,defibrillators,8,1.803,0.115,6.197,22.544,73.957,29.583,0.0,70.562,9,False,3.837,4.427
2026-06-01 09:30:00+00:00,ultrasound,6,4.227,1.039,1.773,70.452,73.957,29.583,0.0,70.562,9,False,5.423,4.785
2026-06-01 10:00:00+00:00,ventilators,15,6.15,0.754,8.85,41.0,74.473,29.789,0.0,74.114,10,False,6.983,6.077
2026-06-01 10:00:00+00:00,monitors,12,3.98,0.633,8.02,33.167,74.473,29.789,0.0,74.114,10,False,5.376,5.201
2026-06-01 10:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,74.473,29.789,0.0,74.114,10,False,27.288,27.452
2026-06-01 10:00:00+00:00,defibrillators,8,2.257,0.216,5.743,28.218,74.473,29.789,0.0,74.114,10,False,5.516,4.633
2026-06-01 10:00:00+00:00,ultrasound,6,4.986,0.295,1.014,83.104,74.473,29.789,0.0,74.114,10,False,5.984,5.327
2026-06-01 10:30:00+00:00,ventilators,15,6.13,1.035,8.87,40.867,75.218,30.087,0.0,75.454,10,False,6.734,6.405
2026-06-01 10:30:00+00:00,monitors,12,4.04,0.521,7.96,33.667,75.218,30.087,0.0,75.454,10,False,5.25,4.675
2026-06-01 10:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,75.218,30.087,0.0,75.454,10,False,26.73,26.807
2026-06-01 10:30:00+00:00,defibrillators,8,2.801,0.482,5.199,35.017,75.218,30.087,0.0,75.454,10,False,5.01,5.371
2026-06-01 10:30:00+00:00,ultrasound,6,4.657,0.555,1.343,77.615,75.218,30.087,0.0,75.454,10,False,6.717,7.314
2026-06-01 11:00:00+00:00,ventilators,15,6.17,1.117,8.83,41.133,76.417,30.567,0.0,65.94,11,False,6.669,7.404
2026-06-01 11:00:00+00:00,monitors,12,4.09,0.565,7.91,34.083,76.417,30.567,0.0,65.94,11,False,6.096,5.725
2026-06-01 11:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,76.417,30.567,0.0,65.94,11,False,27.27,26.478
2026-06-01 11:00:00+00:00,defibrillators,8,2.925,0.49,5.075,36.56,76.417,30.567,0.0,65.94,11,False,4.578,4.479
2026-06-01 11:00:00+00:00,ultrasound,6,4.993,0.451,1.007,83.221,76.417,30.567,0.0,65.94,11,False,6.795,7.102
2026-06-01 11:30:00+00:00,ventilators,15,5.89,0.777,9.11,39.267,78.485,31.394,0.0,68.493,11,False,7.199,6.522
2026-06-01 11:30:00+00:00,monitors,12,4.16,0.963,7.84,34.667,78.485,31.394,0.0,68.493,11,False,6.285,7.2
2026-06-01 11:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,78.485,31.394,0.0,68.493,11,False,27.333,27.399
2026-06-01 11:30:00+00:00,defibrillators,8,2.091,0.0,5.909,26.134,78.485,31.394,0.0,68.493,11,False,4.156,4.894
2026-06-01 11:30:00+00:00,ultrasound,6,5.014,0.072,0.986,83.566,78.485,31.394,0.0,68.493,11,False,7.163,7.824
2026-06-01 12:00:00+00:00,ventilators,15,5.95,0.76,9.05,39.667,79.31,31.724,0.0,67.032,12,False,6.644,6.376
2026-06-01 12:00:00+00:00,monitors,12,4.24,1.1,7.76,35.333,79.31,31.724,0.0,67.032,12,False,6.788,6.141
2026-06-01 12:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,79.31,31.724,0.0,67.032,12,False,27.786,28.265
2026-06-01 12:00:00+00:00,defibrillators,8,2.837,0.504,5.163,35.457,79.31,31.724,0.0,67.032,12,False,4.353,3.922
2026-06-01 12:00:00+00:00,ultrasound,6,4.881,0.789,1.119,81.356,79.31,31.724,0.0,67.032,12,False,7.265,7.264
2026-06-01 12:30:00+00:00,ventilators,15,6.33,1.036,8.67,42.2,81.356,32.542,0.0,67.651,12,False,6.826,6.399
2026-06-01 12:30:00+00:00,monitors,12,4.32,0.427,7.68,36.0,81.356,32.542,0.0,67.651,12,False,6.276,6.692
2026-06-01 12:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,81.356,32.542,0.0,67.651,12,False,26.809,26.995
2026-06-01 12:30:00+00:00,defibrillators,8,2.353,0.128,5.647,29.415,81.356,32.542,0.0,67.651,12,False,4.812,4.224
2026-06-01 12:30:00+00:00,ultrasound,6,5.314,0.496,0.686,88.574,81.356,32.542,0.0,67.651,12,False,6.263,6.007
2026-06-01 13:00:00+00:00,ventilators,15,6.03,0.455,8.97,40.2,81.039,32.416,0.0,67.915,13,False,7.226,7.506
2026-06-01 13:00:00+00:00,monitors,12,4.37,0.656,7.63,36.417,81.039,32.416,0.0,67.915,13,False,5.862,5.475
2026-06-01 13:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,81.039,32.416,0.0,67.915,13,False,27.673,28.38
2026-06-01 13:00:00+00:00,defibrillators,8,2.808,0.0,5.192,35.101,81.039,32.416,0.0,67.915,13,False,4.489,4.962
2026-06-01 13:00:00+00:00,ultrasound,6,5.083,0.566,0.917,84.715,81.039,32.416,0.0,67.915,13,False,6.274,6.164
2026-06-01 13:30:00+00:00,ventilators,15,6.65,1.483,8.35,44.333,84.253,33.701,0.0,74.339,13,False,7.545,7.446
2026-06-01 13:30:00+00:00,monitors,12,4.45,0.605,7.55,37.083,84.253,33.701,0.0,74.339,13,False,5.725,6.3
2026-06-01 13:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,84.253,33.701,0.0,74.339,13,False,27.085,28.085
2026-06-01 13:30:00+00:00,defibrillators,8,2.889,0.0,5.111,36.108,84.253,33.701,0.0,74.339,13,False,5.701,5.534
2026-06-01 13:30:00+00:00,ultrasound,6,5.185,0.815,0.815,86.408,84.253,33.701,0.0,74.339,13,False,6.419,7.919
2026-06-01 14:00:00+00:00,ventilators,15,7.27,0.773,7.73,48.467,86.119,34.447,0.0,82.775,14,False,7.665,7.377
2026-06-01 14:00:00+00:00,monitors,12,4.55,0.952,7.45,37.917,86.119,34.447,0.0,82.775,14,False,7.181,7.004
2026-06-01 14:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,86.119,34.447,0.0,82.775,14,False,28.696,29.512
2026-06-01 14:00:00+00:00,defibrillators,8,2.966,0.0,5.034,37.069,86.119,34.447,0.0,82.775,14,False,6.931,6.062
2026-06-01 14:00:00+00:00,ultrasound,6,6.0,0.0,0.0,100.0,86.119,34.447,0.0,82.775,14,False,8.061,8.264
2026-06-01 14:30:00+00:00,ventilators,15,6.88,0.866,8.12,45.867,85.987,34.395,0.0,100.0,14,False,8.533,9.028
2026-06-01 14:30:00+00:00,monitors,12,4.63,0.527,7.37,38.583,85.987,34.395,0.0,100.0,14,False,6.265,6.706
2026-06-01 14:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,85.987,34.395,0.0,100.0,14,False,28.281,27.932
2026-06-01 14:30:00+00:00,defibrillators,8,2.99,0.618,5.01,37.372,85.987,34.395,0.0,100.0,14,False,5.623,4.871
2026-06-01 14:30:00+00:00,ultrasound,6,5.169,0.614,0.831,86.147,85.987,34.395,0.0,100.0,14,False,7.27,8.58
2026-06-01 15:00:00+00:00,ventilators,15,7.43,1.212,7.57,49.533,84.956,33.982,0.0,100.0,15,False,7.543,7.72
2026-06-01 15:00:00+00:00,monitors,12,4.64,0.246,7.36,38.667,84.956,33.982,0.0,100.0,15,False,6.373,5.951
2026-06-01 15:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,84.956,33.982,0.0,100.0,15,False,28.293,28.023
2026-06-01 15:00:00+00:00,defibrillators,8,2.151,0.472,5.849,26.885,84.956,33.982,0.0,100.0,15,False,5.062,4.228
2026-06-01 15:00:00+00:00,ultrasound,6,5.566,0.434,0.434,92.763,84.956,33.982,0.0,100.0,15,False,7.17,7.282
2026-06-01 15:30:00+00:00,ventilators,15,7.07,0.637,7.93,47.133,83.257,33.303,0.0,81.664,15,False,7.515,7.208
2026-06-01 15:30:00+00:00,monitors,12,4.62,0.603,7.38,38.5,83.257,33.303,0.0,81.664,15,False,6.17,5.136
2026-06-01 15:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,83.257,33.303,0.0,81.664,15,False,27.648,26.88
2026-06-01 15:30:00+00:00,defibrillators,8,3.256,0.689,4.744,40.703,83.257,33.303,0.0,81.664,15,False,4.966,4.762
2026-06-01 15:30:00+00:00,ultrasound,6,5.216,0.739,0.784,86.928,83.257,33.303,0.0,81.664,15,False,6.991,7.195
2026-06-01 16:00:00+00:00,ventilators,15,6.81,1.284,8.19,45.4,84.348,33.739,0.0,89.343,16,False,6.248,5.986
2026-06-01 16:00:00+00:00,monitors,12,4.62,1.01,7.38,38.5,84.348,33.739,0.0,89.343,16,False,6.26,5.568
2026-06-01 16:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,84.348,33.739,0.0,89.343,16,False,27.399,27.827
2026-06-01 16:00:00+00:00,defibrillators,8,2.538,0.19,5.462,31.722,84.348,33.739,0.0,89.343,16,False,5.319,4.898
2026-06-01 16:00:00+00:00,ultrasound,6,5.419,0.581,0.581,90.31,84.348,33.739,0.0,89.343,16,False,7.235,7.032
2026-06-01 16:30:00+00:00,ventilators,15,6.77,1.284,8.23,45.133,83.482,33.393,0.0,81.473,16,False,7.855,8.566
2026-06-01 16:30:00+00:00,monitors,12,4.6,0.417,7.4,38.333,83.482,33.393,0.0,81.473,16,False,7.411,7.766
2026-06-01 16:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,83.482,33.393,0.0,81.473,16,False,27.011,26.551
2026-06-01 16:30:00+00:00,defibrillators,8,2.671,0.148,5.329,33.386,83.482,33.393,0.0,81.473,16,False,4.763,4.779
2026-06-01 16:30:00+00:00,ultrasound,6,5.337,0.612,0.663,88.947,83.482,33.393,0.0,81.473,16,False,6.776,7.293
2026-06-01 17:00:00+00:00,ventilators,15,6.89,1.229,8.11,45.933,82.185,32.874,0.0,81.129,17,False,7.944,7.884
2026-06-01 17:00:00+00:00,monitors,12,4.58,1.085,7.42,38.167,82.185,32.874,0.0,81.129,17,False,5.889,5.908
2026-06-01 17:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,82.185,32.874,0.0,81.129,17,False,27.566,27.975
2026-06-01 17:00:00+00:00,defibrillators,8,2.647,0.01,5.353,33.084,82.185,32.874,0.0,81.129,17,False,4.409,5.145
2026-06-01 17:00:00+00:00,ultrasound,6,5.415,0.585,0.585,90.242,82.185,32.874,0.0,81.129,17,False,6.677,8.249
2026-06-01 17:30:00+00:00,ventilators,15,7.1,1.223,7.9,47.333,86.43,36.368,0.3,83.153,17,False,8.926,9.599
2026-06-01 17:30:00+00:00,monitors,12,4.71,0.619,7.29,39.25,86.43,36.368,0.3,83.153,17,False,7.652,8.15
2026-06-01 17:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,86.43,36.368,0.3,83.153,17,False,28.502,28.953
2026-06-01 17:30:00+00:00,defibrillators,8,3.004,0.0,4.996,37.546,86.43,36.368,0.3,83.153,17,False,5.816,5.261
2026-06-01 17:30:00+00:00,ultrasound,6,6.0,0.0,0.0,100.0,86.43,36.368,0.3,83.153,17,False,7.468,8.315
2026-06-01 18:00:00+00:00,ventilators,15,6.95,1.055,8.05,46.333,87.005,34.802,0.0,88.597,18,False,8.025,8.143
2026-06-01 18:00:00+00:00,monitors,12,4.73,0.526,7.27,39.417,87.005,34.802,0.0,88.597,18,False,8.0,7.902
2026-06-01 18:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,87.005,34.802,0.0,88.597,18,False,27.773,28.38
2026-06-01 18:00:00+00:00,defibrillators,8,2.622,0.677,5.378,32.772,87.005,34.802,0.0,88.597,18,False,5.942,6.196
2026-06-01 18:00:00+00:00,ultrasound,6,5.849,0.151,0.151,97.489,87.005,34.802,0.0,88.597,18,False,7.211,7.34
2026-06-01 18:30:00+00:00,ventilators,15,7.52,1.57,7.48,50.133,86.406,34.563,0.0,81.859,18,False,7.894,7.933
2026-06-01 18:30:00+00:00,monitors,12,4.73,0.195,7.27,39.417,86.406,34.563,0.0,81.859,18,False,6.062,6.731
2026-06-01 18:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,86.406,34.563,0.0,81.859,18,False,27.029,26.727
2026-06-01 18:30:00+00:00,defibrillators,8,2.501,0.447,5.499,31.264,86.406,34.563,0.0,81.859,18,False,5.601,4.962
2026-06-01 18:30:00+00:00,ultrasound,6,5.884,0.116,0.116,98.074,86.406,34.563,0.0,81.859,18,False,7.865,7.207
2026-06-01 19:00:00+00:00,ventilators,15,8.09,0.86,6.91,53.933,85.146,34.059,0.0,89.499,19,False,8.516,8.588
2026-06-01 19:00:00+00:00,monitors,12,4.72,0.8,7.28,39.333,85.146,34.059,0.0,89.499,19,False,6.541,6.314
2026-06-01 19:00:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,85.146,34.059,0.0,89.499,19,False,28.192,28.298
2026-06-01 19:00:00+00:00,defibrillators,8,3.012,0.553,4.988,37.65,85.146,34.059,0.0,89.499,19,False,5.64,5.254
2026-06-01 19:00:00+00:00,ultrasound,6,5.613,0.387,0.387,93.552,85.146,34.059,0.0,89.499,19,False,7.103,6.325
2026-06-01 19:30:00+00:00,ventilators,15,8.2,0.844,6.8,54.667,86.427,34.571,0.0,99.58,19,False,9.804,8.874
2026-06-01 19:30:00+00:00,monitors,12,4.72,0.378,7.28,39.333,86.427,34.571,0.0,99.58,19,False,6.456,6.536
2026-06-01 19:30:00+00:00,infusion_pumps,40,40.0,0.0,0.0,100.0,86.427,34.571,0.0,99.58,19,False,28.126,26.64
2026-06-01 19:30:00+00:00,defibrillators,8,2.945,0.364,5.055,36.807,86.427,34.571,0.0,99.58,19,False,5.106,5.843
2026-06-01 19:30:00+00:00,ultrasound,6,5.294,0.363,0.706,88.226,86.427,34.571,0.0,99.58,19,False,7.925,7.308
