timestamp,staff_id,department,shift_block,shift,duty_status,availability,specialty_match,current_load,max_operational_load,scheduled_procedures,department_pressure,expected_arrivals_1h,current_queue,icu_occupancy,bed_occupancy,hour_of_day,is_weekend,target_load_1h,target_load_2h
2026-06-01 01:00:00+00:00,DOC-1028,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,2,6,3,53.12,6.0,0.0,68.433,80.74,1,False,3.672,4.471
2026-06-01 02:00:00+00:00,DOC-1001,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,1.0,3,6,4,50.759,2.0,0.0,67.231,79.499,2,False,3.331,3.791
2026-06-01 02:00:00+00:00,DOC-1002,Internal Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,0.0,5,6,3,85.288,2.0,0.0,67.231,79.499,2,False,4.787,4.329
2026-06-01 02:00:00+00:00,DOC-1007,Paediatrics,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,0.0,4,6,4,63.46,2.0,0.0,67.231,79.499,2,False,4.61,5.355
2026-06-01 02:00:00+00:00,DOC-1012,Cardiology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,5,6,3,90.07,2.0,0.0,67.231,79.499,2,False,4.035,3.383
2026-06-01 02:00:00+00:00,DOC-1017,Neurology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,4,6,3,81.248,2.0,0.0,67.231,79.499,2,False,4.495,5.41
2026-06-01 02:00:00+00:00,DOC-1023,Surgery,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,8,6,3,92.289,2.0,0.0,67.231,79.499,2,False,7.093,7.457
2026-06-01 02:00:00+00:00,DOC-1028,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,5,6,2,49.51,2.0,0.0,67.231,79.499,2,False,4.455,4.71
2026-06-01 03:00:00+00:00,DOC-1001,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,4,6,1,47.246,3.0,0.0,66.459,78.524,3,False,2.939,3.258
2026-06-01 03:00:00+00:00,DOC-1002,Internal Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,6,6,1,88.418,3.0,0.0,66.459,78.524,3,False,5.653,5.336
2026-06-01 03:00:00+00:00,DOC-1007,Paediatrics,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,4,6,2,61.228,3.0,0.0,66.459,78.524,3,False,3.909,4.814
2026-06-01 03:00:00+00:00,DOC-1012,Cardiology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,5,6,2,91.466,3.0,0.0,66.459,78.524,3,False,5.364,5.495
2026-06-01 03:00:00+00:00,DOC-1017,Neurology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,0.0,5,6,1,81.458,3.0,0.0,66.459,78.524,3,False,5.352,5.816
2026-06-01 03:00:00+00:00,DOC-1023,Surgery,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,3,6,1,57.003,3.0,0.0,66.459,78.524,3,False,3.609,3.11
2026-06-01 03:00:00+00:00,DOC-1028,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,4,6,0,52.721,3.0,0.0,66.459,78.524,3,False,3.595,2.947
2026-06-01 04:00:00+00:00,DOC-1001,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,3,6,2,48.603,1.0,0.0,65.27,77.353,4,False,3.046,2.981
2026-06-01 04:00:00+00:00,DOC-1002,Internal Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,7,6,0,83.996,1.0,0.0,65.27,77.353,4,False,5.508,5.018
2026-06-01 04:00:00+00:00,DOC-1007,Paediatrics,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,5,6,1,64.464,1.0,0.0,65.27,77.353,4,False,4.464,3.936
2026-06-01 04:00:00+00:00,DOC-1012,Cardiology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,6,6,1,91.426,1.0,0.0,65.27,77.353,4,False,5.558,5.291
2026-06-01 04:00:00+00:00,DOC-1017,Neurology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,5,6,0,81.246,1.0,0.0,65.27,77.353,4,False,4.794,4.358
2026-06-01 04:00:00+00:00,DOC-1023,Surgery,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,0.0,4,6,1,46.627,1.0,0.0,65.27,77.353,4,False,3.206,3.072
2026-06-01 04:00:00+00:00,DOC-1028,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,2,6,2,47.663,1.0,0.0,65.27,77.353,4,False,2.368,2.879
2026-06-01 05:00:00+00:00,DOC-1001,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,1.0,1,6,2,45.955,2.0,0.0,62.444,76.533,5,False,2.392,3.079
2026-06-01 05:00:00+00:00,DOC-1002,Internal Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,5,6,1,82.085,2.0,0.0,62.444,76.533,5,False,5.026,3.874
2026-06-01 05:00:00+00:00,DOC-1007,Paediatrics,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,0.0,3,6,3,62.173,2.0,0.0,62.444,76.533,5,False,3.816,3.977
2026-06-01 05:00:00+00:00,DOC-1012,Cardiology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,6,6,2,90.016,2.0,0.0,62.444,76.533,5,False,5.168,5.738
2026-06-01 05:00:00+00:00,DOC-1017,Neurology,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,4,6,2,77.701,2.0,0.0,62.444,76.533,5,False,5.159,5.286
2026-06-01 05:00:00+00:00,DOC-1023,Surgery,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Available,0.0,3,6,2,61.802,2.0,0.0,62.444,76.533,5,False,2.988,2.392
2026-06-01 05:00:00+00:00,DOC-1028,Emergency Medicine,NIGHT,08:00 PM – 08:00 AM,ON_DUTY,Unavailable,1.0,3,6,1,48.65,2.0,0.0,62.444,76.533,5,False,4.001,4.601
2026-06-01 06:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,3,6,2,49.852,7.0,0.0,64.077,77.578,6,False,3.963,3.11
2026-06-01 06:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,1,71.03,7.0,0.0,64.077,77.578,6,False,6.177,6.489
2026-06-01 06:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,2,71.274,7.0,0.0,64.077,77.578,6,False,5.713,5.332
2026-06-01 06:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,4,6,1,59.794,7.0,0.0,64.077,77.578,6,False,4.432,4.961
2026-06-01 06:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,2,64.249,7.0,0.0,64.077,77.578,6,False,5.901,6.999
2026-06-01 06:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,4,6,2,78.204,7.0,0.0,64.077,77.578,6,False,4.872,4.301
2026-06-01 06:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,5,6,2,65.599,7.0,0.0,64.077,77.578,6,False,5.824,5.877
2026-06-01 06:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,2,69.938,7.0,0.0,64.077,77.578,6,False,5.92,5.521
2026-06-01 06:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,2,72.105,7.0,0.0,64.077,77.578,6,False,4.873,5.223
2026-06-01 06:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,5,6,3,61.687,7.0,0.0,64.077,77.578,6,False,6.11,6.152
2026-06-01 06:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,2,57.714,7.0,0.0,64.077,77.578,6,False,4.722,4.146
2026-06-01 06:00:00+00:00,DOC-1028,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,2,6,1,46.758,7.0,0.0,64.077,77.578,6,False,3.382,3.487
2026-06-01 06:00:00+00:00,DOC-1029,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,2,72.438,7.0,0.0,64.077,77.578,6,False,5.566,5.927
2026-06-01 07:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,3,6,3,48.773,9.0,0.0,67.439,79.205,7,False,3.881,3.825
2026-06-01 07:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,4,80.347,9.0,0.0,67.439,79.205,7,False,6.981,5.982
2026-06-01 07:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,7,6,4,79.866,9.0,0.0,67.439,79.205,7,False,7.603,7.619
2026-06-01 07:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,3,64.183,9.0,0.0,67.439,79.205,7,False,5.874,6.95
2026-06-01 07:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,4,76.405,9.0,0.0,67.439,79.205,7,False,6.046,5.645
2026-06-01 07:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,3,83.861,9.0,0.0,67.439,79.205,7,False,6.334,6.622
2026-06-01 07:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,3,6,3,66.439,9.0,0.0,67.439,79.205,7,False,4.942,5.372
2026-06-01 07:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,3,74.806,9.0,0.0,67.439,79.205,7,False,6.241,6.594
2026-06-01 07:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,3,77.819,9.0,0.0,67.439,79.205,7,False,6.76,7.416
2026-06-01 07:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,3,91.555,9.0,0.0,67.439,79.205,7,False,7.146,7.222
2026-06-01 07:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,3,90.271,9.0,0.0,67.439,79.205,7,False,8.065,7.171
2026-06-01 07:00:00+00:00,DOC-1028,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,1.0,3,6,3,52.803,9.0,0.0,67.439,79.205,7,False,4.342,4.042
2026-06-01 07:00:00+00:00,DOC-1029,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,2,78.131,9.0,0.0,67.439,79.205,7,False,6.094,6.225
2026-06-01 08:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,1,6,0,51.099,6.0,0.0,70.147,78.888,8,False,2.198,1.641
2026-06-01 08:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,1,73.794,6.0,0.0,70.147,78.888,8,False,5.341,5.673
2026-06-01 08:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,7,6,1,72.285,6.0,0.0,70.147,78.888,8,False,6.284,5.602
2026-06-01 08:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,1,63.095,6.0,0.0,70.147,78.888,8,False,4.78,5.742
2026-06-01 08:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,1,66.71,6.0,0.0,70.147,78.888,8,False,5.907,6.602
2026-06-01 08:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,0,74.62,6.0,0.0,70.147,78.888,8,False,5.907,5.993
2026-06-01 08:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,2,69.16,6.0,0.0,70.147,78.888,8,False,6.277,6.593
2026-06-01 08:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,2,72.966,6.0,0.0,70.147,78.888,8,False,6.646,7.264
2026-06-01 08:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,0,75.178,6.0,0.0,70.147,78.888,8,False,5.763,5.472
2026-06-01 08:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,3,6,1,44.614,6.0,0.0,70.147,78.888,8,False,3.767,2.9
2026-06-01 08:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,3,6,2,50.009,6.0,0.0,70.147,78.888,8,False,4.223,3.945
2026-06-01 08:00:00+00:00,DOC-1028,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,1.0,2,6,2,46.754,6.0,0.0,70.147,78.888,8,False,3.398,3.476
2026-06-01 08:00:00+00:00,DOC-1029,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,1,69.921,6.0,0.0,70.147,78.888,8,False,5.416,5.699
2026-06-01 09:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,2,6,2,50.64,4.0,0.0,70.807,78.186,9,False,3.297,3.184
2026-06-01 09:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,4,6,1,72.548,4.0,0.0,70.807,78.186,9,False,4.457,4.081
2026-06-01 09:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,0,77.806,4.0,0.0,70.807,78.186,9,False,5.696,5.875
2026-06-01 09:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,0,62.692,4.0,0.0,70.807,78.186,9,False,4.366,3.783
2026-06-01 09:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,0,73.186,4.0,0.0,70.807,78.186,9,False,5.428,5.681
2026-06-01 09:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,0,77.328,4.0,0.0,70.807,78.186,9,False,6.338,6.217
2026-06-01 09:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,1,65.637,4.0,0.0,70.807,78.186,9,False,5.753,5.846
2026-06-01 09:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,0,71.972,4.0,0.0,70.807,78.186,9,False,4.998,5.192
2026-06-01 09:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,1,77.628,4.0,0.0,70.807,78.186,9,False,5.194,6.214
2026-06-01 09:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,3,6,1,46.811,4.0,0.0,70.807,78.186,9,False,3.745,4.0
2026-06-01 09:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,0,45.551,4.0,0.0,70.807,78.186,9,False,4.561,4.401
2026-06-01 09:00:00+00:00,DOC-1028,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,1.0,5,6,1,52.054,4.0,0.0,70.807,78.186,9,False,4.273,4.078
2026-06-01 09:00:00+00:00,DOC-1029,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,1,72.79,4.0,0.0,70.807,78.186,9,False,4.072,4.485
2026-06-01 10:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,3,6,1,46.219,9.0,0.0,74.473,78.962,10,False,3.892,3.955
2026-06-01 10:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,1,75.089,9.0,0.0,74.473,78.962,10,False,5.294,5.442
2026-06-01 10:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,1,77.779,9.0,0.0,74.473,78.962,10,False,6.371,5.854
2026-06-01 10:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,2,62.596,9.0,0.0,74.473,78.962,10,False,6.001,5.36
2026-06-01 10:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,2,74.469,9.0,0.0,74.473,78.962,10,False,7.259,8.754
2026-06-01 10:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,1,84.971,9.0,0.0,74.473,78.962,10,False,6.28,5.969
2026-06-01 10:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,1,76.877,9.0,0.0,74.473,78.962,10,False,7.324,8.181
2026-06-01 10:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,1,73.62,9.0,0.0,74.473,78.962,10,False,5.392,4.433
2026-06-01 10:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,6,6,2,75.785,9.0,0.0,74.473,78.962,10,False,6.998,6.975
2026-06-01 10:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,2,57.171,9.0,0.0,74.473,78.962,10,False,6.298,5.604
2026-06-01 10:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,3,6,2,59.041,9.0,0.0,74.473,78.962,10,False,4.334,4.188
2026-06-01 10:00:00+00:00,DOC-1028,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,3,6,2,47.52,9.0,0.0,74.473,78.962,10,False,4.928,5.231
2026-06-01 10:00:00+00:00,DOC-1029,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,0,78.682,9.0,0.0,74.473,78.962,10,False,5.455,5.565
2026-06-01 11:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,4,6,4,51.839,7.0,0.0,76.417,79.538,11,False,5.074,4.928
2026-06-01 11:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,LEAVE,Unavailable,0.0,4,6,3,74.306,7.0,0.0,76.417,79.538,11,False,5.085,4.755
2026-06-01 11:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,4,74.85,7.0,0.0,76.417,79.538,11,False,5.679,5.413
2026-06-01 11:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,4,67.99,7.0,0.0,76.417,79.538,11,False,6.208,5.571
2026-06-01 11:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,4,6,3,69.597,7.0,0.0,76.417,79.538,11,False,5.139,5.769
2026-06-01 11:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,3,79.729,7.0,0.0,76.417,79.538,11,False,6.148,6.593
2026-06-01 11:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,4,75.246,7.0,0.0,76.417,79.538,11,False,5.673,5.277
2026-06-01 11:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,3,76.458,7.0,0.0,76.417,79.538,11,False,6.41,6.641
2026-06-01 11:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,3,75.015,7.0,0.0,76.417,79.538,11,False,7.393,7.946
2026-06-01 11:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,7,6,3,94.509,7.0,0.0,76.417,79.538,11,False,7.881,7.422
2026-06-01 11:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,3,89.863,7.0,0.0,76.417,79.538,11,False,5.937,7.322
2026-06-01 11:00:00+00:00,DOC-1028,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,2,6,4,51.89,7.0,0.0,76.417,79.538,11,False,3.714,2.891
2026-06-01 11:00:00+00:00,DOC-1029,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,6,6,3,75.89,7.0,0.0,76.417,79.538,11,False,6.742,8.708
2026-06-01 12:00:00+00:00,DOC-1001,Emergency Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,1.0,6,6,1,54.881,8.0,0.0,79.31,80.856,12,False,6.389,7.176
2026-06-01 12:00:00+00:00,DOC-1002,Internal Medicine,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,5,6,1,72.379,8.0,0.0,79.31,80.856,12,False,5.871,6.185
2026-06-01 12:00:00+00:00,DOC-1003,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,1,77.29,8.0,0.0,79.31,80.856,12,False,7.287,7.714
2026-06-01 12:00:00+00:00,DOC-1007,Paediatrics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,2,64.634,8.0,0.0,79.31,80.856,12,False,6.16,4.941
2026-06-01 12:00:00+00:00,DOC-1008,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,6,6,1,75.505,8.0,0.0,79.31,80.856,12,False,6.86,6.987
2026-06-01 12:00:00+00:00,DOC-1012,Cardiology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,1,71.241,8.0,0.0,79.31,80.856,12,False,5.279,6.0
2026-06-01 12:00:00+00:00,DOC-1013,Critical Care,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,7,6,1,77.612,8.0,0.0,79.31,80.856,12,False,7.341,7.169
2026-06-01 12:00:00+00:00,DOC-1017,Neurology,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,6,6,2,72.976,8.0,0.0,79.31,80.856,12,False,6.275,6.463
2026-06-01 12:00:00+00:00,DOC-1018,General Ward,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Unavailable,0.0,7,6,2,80.651,8.0,0.0,79.31,80.856,12,False,6.619,6.101
2026-06-01 12:00:00+00:00,DOC-1023,Surgery,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,4,6,0,45.753,8.0,0.0,79.31,80.856,12,False,4.233,3.764
2026-06-01 12:00:00+00:00,DOC-1024,Orthopaedics,MORNING,08:00 AM – 04:00 PM,ON_DUTY,Available,0.0,3,6,0,51.176,8.0,0.0,79.31,80.856,12,False,4.099,4.556
