step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
10,2026-06-01 02:30:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,2.0,3.0,5.0,13.0,13.0,13.0,0.0,0.0,0.0,3.36,1.195,80.46,6.49,80.465,64.899,19.54,3.51,6.27,17.99,100.0,100.0,6.26,3.71,17.03,1.8,36.937,6.25,100.0,25.96,False,,0.0,67.006,0.0,0.0,0.0,0.196,2.16,-1.0,0.14,1.562,6.0,0.0,65.217,80.215,100.0,100.0,34.157,100.0,26.087,16.0,0.0,67.23,79.571,100.0,100.0,33.411,100.0,26.892,8.4,3.46,83.614,83.906,10.57,NORMAL
11,2026-06-01 02:45:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,1.0,3.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,1.68,2.992,80.13,6.5,80.126,65.008,19.87,3.5,6.27,17.99,100.0,100.0,5.92,3.69,17.39,1.73,35.583,6.24,100.0,26.003,False,,0.0,66.832,0.0,0.0,0.0,0.18,2.16,0.0,0.13,1.56,6.0,0.0,64.708,79.815,100.0,100.0,34.369,100.0,25.883,17.0,0.0,66.867,79.516,100.0,100.0,32.375,100.0,26.747,0.0,4.999,81.497,82.868,10.4,NORMAL
12,2026-06-01 03:00:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,1.0,4.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.725,80.04,6.41,80.039,64.061,19.96,3.59,6.03,17.47,100.0,100.0,5.78,3.65,17.56,1.7,34.952,6.07,100.0,25.625,False,,0.0,66.566,0.0,0.0,0.0,0.166,2.16,0.0,-0.03,1.518,5.0,0.0,66.567,80.005,100.0,100.0,33.848,100.0,26.627,20.0,0.0,68.664,80.05,100.0,100.0,32.892,100.0,27.466,3.36,3.279,81.561,82.882,10.55,NORMAL
13,2026-06-01 03:15:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,3.0,3.0,6.0,15.0,17.0,17.0,0.0,0.0,0.0,5.04,1.842,80.7,6.55,80.699,65.455,19.3,3.45,6.13,17.68,100.0,100.0,5.64,3.64,17.71,1.67,34.39,6.39,100.0,26.182,False,,0.0,66.94,0.0,0.0,0.0,0.154,2.16,1.0,0.3,1.598,5.0,0.0,67.931,80.115,100.0,100.0,34.294,100.0,27.172,21.0,0.0,71.139,81.323,100.0,100.0,33.19,100.0,28.456,8.4,3.499,84.906,83.773,11.19,NORMAL
14,2026-06-01 03:30:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,3.0,4.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0,2.031,80.22,6.52,80.215,65.217,19.78,3.48,6.27,17.99,100.0,100.0,5.59,3.63,17.78,1.66,34.157,6.22,100.0,26.087,False,,0.0,66.765,0.0,0.0,0.0,0.144,2.16,-1.0,-0.03,1.555,8.0,0.0,67.23,79.571,100.0,100.0,33.411,100.0,26.892,19.0,0.0,72.524,81.877,100.0,100.0,32.804,100.0,29.01,8.4,6.219,87.173,84.091,11.82,NORMAL
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,4.0,14.0,18.0,18.0,0.0,0.0,0.0,1.68,3.484,79.82,6.47,79.815,64.708,20.18,3.53,6.27,17.99,100.0,100.0,5.66,3.62,17.72,1.67,34.369,6.21,100.0,25.883,False,,0.0,66.594,0.0,0.0,0.0,0.135,2.16,-1.0,-0.03,1.552,11.0,0.0,66.867,79.516,100.0,100.0,32.375,100.0,26.747,21.0,0.0,72.643,81.161,100.0,100.0,35.37,100.0,29.057,1.68,3.995,85.903,83.64,11.81,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,3.0,4.0,7.0,15.0,21.0,21.0,0.0,0.0,0.0,5.04,3.536,80.01,6.66,80.005,66.567,19.99,3.34,6.27,17.99,100.0,100.0,5.51,3.63,17.86,1.65,33.848,6.53,100.0,26.627,False,,0.0,66.961,0.0,0.0,0.0,0.0,0.0,3.0,0.46,1.632,12.0,0.0,68.664,80.05,100.0,100.0,32.892,100.0,27.466,22.0,0.0,75.209,81.594,71.753,67.645,38.202,100.0,30.084,8.4,3.491,86.974,84.76,12.45,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,2.0,5.0,6.0,17.0,23.0,23.0,0.0,0.0,0.0,3.36,2.375,80.12,6.79,80.115,67.931,19.88,3.21,6.27,17.99,100.0,100.0,5.61,3.65,17.74,1.67,34.294,6.68,100.0,27.172,False,,0.0,67.298,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.67,13.0,0.0,71.139,81.323,100.0,100.0,33.19,100.0,28.456,19.0,0.0,74.851,80.658,76.005,71.452,39.625,100.0,29.941,0.0,4.423,84.344,83.917,12.28,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,2.0,6.0,15.0,23.0,23.0,0.0,0.0,0.0,0.0,2.458,79.57,6.72,79.571,67.23,20.43,3.28,6.27,17.99,100.0,100.0,5.36,3.66,17.98,1.62,33.411,6.51,100.0,26.892,False,,0.0,66.959,0.0,0.0,0.0,0.0,0.0,2.0,0.29,1.628,8.0,0.0,72.524,81.877,100.0,100.0,32.804,100.0,29.01,21.0,0.0,74.044,80.702,70.969,66.905,38.341,100.0,29.618,6.72,4.139,85.384,84.458,12.75,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,0.0,5.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0.366,79.52,6.69,79.516,66.867,20.48,3.31,6.27,17.99,100.0,100.0,5.08,3.66,18.26,1.57,32.375,6.35,100.0,26.747,False,,0.0,66.781,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.588,6.0,0.0,72.643,81.161,100.0,100.0,35.37,100.0,29.057,25.0,0.0,76.186,81.219,80.809,75.79,40.599,100.0,30.475,6.72,4.936,86.26,84.817,13.23,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,3.0,5.0,16.0,26.0,26.0,0.0,0.0,0.0,5.04,2.184,80.05,6.87,80.05,68.664,19.95,3.13,6.1,17.63,100.0,100.0,5.2,3.68,18.12,1.6,32.892,6.66,100.0,27.466,False,,0.0,67.304,0.0,0.0,0.0,0.0,0.0,-2.0,0.13,1.665,8.0,0.0,75.209,81.594,71.753,67.645,38.202,100.0,30.084,22.0,0.0,78.295,82.114,79.847,74.963,41.12,100.0,31.318,8.53,4.397,87.874,85.689,14.18,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,5.0,8.0,8.0,20.0,31.0,31.0,0.0,0.0,0.0,8.4,2.319,81.32,7.11,81.323,71.139,18.68,2.89,5.48,16.27,100.0,100.0,5.23,3.73,18.04,1.61,33.19,7.29,100.0,28.456,False,,0.0,68.106,0.0,0.0,0.0,0.0,0.0,2.0,0.61,1.822,8.0,0.0,74.851,80.658,76.005,71.452,39.625,100.0,29.941,20.0,0.0,79.28,82.477,80.362,75.44,39.693,100.0,31.712,8.181,4.104,88.442,86.652,14.65,NORMAL
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,8.0,11.0,21.0,34.0,34.0,0.0,0.0,0.0,5.04,2.269,81.88,7.25,81.877,72.524,18.12,2.75,6.27,17.99,100.0,100.0,5.07,3.78,18.14,1.59,32.804,7.61,100.0,29.01,False,,0.0,68.47,0.0,0.0,0.0,0.0,0.0,5.0,1.1,1.902,11.0,0.0,74.044,80.702,70.969,66.905,38.341,100.0,29.618,22.0,0.0,82.301,83.287,73.242,69.049,41.186,100.0,32.92,1.768,6.979,87.03,85.49,14.49,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,4.0,12.0,21.0,35.0,35.0,0.0,0.0,0.0,1.68,4.496,81.16,7.26,81.161,72.643,18.84,2.74,6.27,17.99,100.0,100.0,5.73,3.82,17.45,1.72,35.37,7.6,100.0,29.057,False,,0.0,68.567,0.0,0.0,0.0,0.0,0.0,7.0,1.25,1.9,15.0,0.0,76.186,81.219,80.809,75.79,40.599,100.0,30.475,22.0,0.0,82.211,83.448,73.383,69.181,40.511,100.0,32.884,8.269,3.673,87.341,86.608,15.28,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,13.0,25.0,38.0,39.0,0.0,0.0,0.0,6.72,3.961,81.59,7.52,81.594,75.209,18.41,2.48,11.97,27.41,71.753,67.645,6.43,3.89,16.69,1.86,38.202,8.07,100.0,30.084,False,,0.0,62.158,0.0,0.0,0.0,0.0,0.0,8.0,1.41,2.018,14.0,0.0,78.295,82.114,79.847,74.963,41.12,100.0,31.318,21.0,0.0,82.475,82.828,78.262,73.565,41.709,100.0,32.99,5.171,5.703,87.211,86.488,15.43,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,4.0,8.0,22.0,37.0,39.0,0.0,0.0,0.0,0.0,3.887,80.66,7.49,80.658,74.851,19.34,2.51,11.17,25.66,76.005,71.452,6.77,3.93,16.3,1.93,39.625,7.91,100.0,29.941,False,,0.0,62.976,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.978,11.0,0.0,79.28,82.477,80.362,75.44,39.693,100.0,31.712,25.0,0.0,81.935,82.839,75.802,71.348,41.095,100.0,32.774,3.36,6.701,86.047,85.769,15.59,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,1.0,6.0,23.0,38.0,40.0,0.0,0.0,0.0,1.68,1.828,80.7,7.4,80.702,74.044,19.3,2.6,11.97,27.41,70.969,66.905,6.39,3.96,16.65,1.86,38.341,7.9,100.0,29.618,False,,0.0,61.559,0.0,0.0,0.0,0.0,0.0,-5.0,0.29,1.975,10.0,0.0,82.301,83.287,73.242,69.049,41.186,100.0,32.92,23.0,0.0,83.614,83.906,76.824,72.308,42.209,100.0,33.445,5.04,7.231,86.774,85.149,15.9,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,3.0,4.0,8.0,25.0,39.0,43.0,0.0,0.0,0.0,5.04,2.115,81.22,7.62,81.219,76.186,18.78,2.38,10.58,24.36,80.809,75.79,6.95,4.01,16.04,1.97,40.599,8.21,100.0,30.475,False,,0.0,64.551,0.0,0.0,0.0,0.0,0.0,-4.0,0.61,2.052,10.0,0.0,82.211,83.448,73.383,69.181,40.511,100.0,32.884,22.0,0.0,81.497,82.868,72.874,68.701,41.224,100.0,32.599,8.399,5.131,88.666,85.776,16.53,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,8.0,26.0,41.0,47.0,0.0,0.0,0.0,6.72,2.299,82.11,7.83,82.114,78.295,17.89,2.17,10.83,24.9,79.847,74.963,7.04,4.07,15.9,2.0,41.12,8.69,100.0,31.318,False,,0.0,65.002,0.0,0.0,0.0,0.0,0.0,-5.0,0.62,2.172,8.0,0.0,82.475,82.828,78.262,73.565,41.709,100.0,32.99,26.0,0.0,81.561,82.882,72.914,68.738,42.524,100.0,32.624,5.041,3.059,88.858,86.253,16.85,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,7.0,11.0,27.0,44.0,50.0,0.0,0.0,0.0,5.04,3.192,82.48,7.93,82.477,79.28,17.52,2.07,10.8,24.85,80.362,75.44,6.59,4.13,16.28,1.93,39.693,9.0,100.0,31.712,False,,0.0,65.27,0.0,0.0,0.0,0.0,0.0,3.0,1.09,2.25,9.0,0.0,81.935,82.839,75.802,71.348,41.095,100.0,32.774,31.0,0.0,84.906,83.773,74.614,70.306,43.828,100.0,33.962,3.36,6.098,87.439,85.71,17.0,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,5.0,8.0,15.0,32.0,47.0,55.0,0.0,0.0,0.0,8.4,3.951,83.29,8.23,83.287,82.301,16.71,1.77,11.97,27.41,73.242,69.049,6.91,4.21,15.88,2.0,41.186,9.63,100.0,32.92,False,,0.0,64.565,0.0,0.0,0.0,0.0,0.0,9.0,1.73,2.408,12.0,0.0,83.614,83.906,76.824,72.308,42.209,100.0,33.445,30.0,0.0,87.173,84.091,85.893,80.463,46.449,100.0,34.869,1.68,3.667,85.4,85.417,16.99,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,34.0,48.0,57.0,0.0,0.0,0.0,3.36,2.756,83.45,8.22,83.448,82.211,16.55,1.78,11.97,27.41,73.383,69.181,6.67,4.27,16.06,1.97,40.511,9.79,100.0,32.884,False,,0.0,64.554,0.0,0.0,0.0,0.0,0.0,6.0,1.58,2.448,12.0,0.0,81.497,82.868,72.874,68.701,41.224,100.0,32.599,25.0,0.0,85.903,83.64,73.552,69.341,48.035,100.0,34.361,3.36,5.926,84.53,84.863,17.15,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,1.0,3.0,11.0,32.0,48.0,58.0,0.0,0.0,0.0,1.68,4.054,82.83,8.25,82.828,82.475,17.17,1.75,11.14,25.59,78.262,73.565,6.94,4.32,15.74,2.03,41.709,9.78,100.0,32.99,False,,0.0,65.69,0.0,0.0,0.0,0.0,0.0,3.0,1.09,2.445,13.0,0.0,81.561,82.882,72.914,68.738,42.524,100.0,32.624,30.0,0.0,86.974,84.76,74.537,70.269,48.254,100.0,34.79,3.36,6.036,83.901,84.257,17.3,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,3.0,10.0,29.0,49.0,60.0,0.0,0.0,0.0,3.36,3.531,82.84,8.19,82.839,81.935,17.16,1.81,11.5,26.39,75.802,71.348,6.74,4.36,15.9,2.0,41.095,9.93,100.0,32.774,False,,0.0,64.968,0.0,0.0,0.0,0.0,0.0,-1.0,0.93,2.482,16.0,0.0,84.906,83.773,74.614,70.306,43.828,100.0,33.962,27.0,0.0,84.344,83.917,73.884,69.65,48.6,100.0,33.738,3.36,4.232,83.111,84.118,17.45,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,5.0,7.0,10.0,31.0,52.0,65.0,0.0,0.0,0.0,8.4,3.46,83.91,8.36,83.906,83.614,16.09,1.64,11.5,26.37,76.824,72.308,6.99,4.41,15.6,2.05,42.209,10.57,100.0,33.445,False,,0.0,65.877,0.0,0.0,0.0,0.0,0.0,-5.0,0.94,2.642,11.0,0.0,87.173,84.091,85.893,80.463,46.449,100.0,34.869,29.0,0.0,85.384,84.458,77.468,72.909,47.457,100.0,34.154,8.842,5.748,85.088,84.694,18.25,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,5.0,8.0,30.0,51.0,65.0,0.0,0.0,0.0,0.0,4.999,82.87,8.15,82.868,81.497,17.13,1.85,11.97,27.41,72.874,68.701,6.71,4.42,15.87,2.0,41.224,10.4,100.0,32.599,False,,0.0,64.23,0.0,0.0,0.0,0.0,0.0,-6.0,0.61,2.6,10.0,0.0,85.903,83.64,73.552,69.341,48.035,100.0,34.361,28.0,0.0,86.26,84.817,90.788,84.863,46.443,100.0,34.504,6.278,4.675,86.15,84.988,18.56,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,2.0,9.0,28.0,53.0,67.0,0.0,0.0,0.0,3.36,3.279,82.88,8.16,82.882,81.561,17.12,1.84,11.97,27.4,72.914,68.738,7.05,4.43,15.52,2.07,42.524,10.55,100.0,32.624,False,,0.0,64.372,0.0,0.0,0.0,0.0,0.0,-2.0,0.77,2.638,13.0,0.0,86.974,84.76,74.537,70.269,48.254,100.0,34.79,29.0,1.92,87.874,85.689,88.202,82.635,46.124,100.0,46.683,5.04,5.657,86.768,84.772,18.87,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,7.0,12.0,33.0,55.0,72.0,0.0,0.0,0.0,8.4,3.499,83.77,8.49,83.773,84.906,16.23,1.51,11.82,27.08,74.614,70.306,7.35,4.48,15.17,2.13,43.828,11.19,100.0,33.962,False,,0.0,65.746,0.0,0.0,0.0,0.0,0.0,2.0,1.26,2.798,15.0,0.0,84.344,83.917,73.884,69.65,48.6,100.0,33.738,25.0,1.05,88.442,86.652,77.505,73.034,45.506,100.0,41.693,5.04,3.437,86.415,85.208,19.19,NORMAL
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,10.0,12.0,37.0,60.0,77.0,0.0,0.0,0.0,8.4,6.219,84.09,8.72,84.091,87.173,15.91,1.28,10.31,23.75,85.893,80.463,8.0,4.54,14.46,2.26,46.449,11.82,100.0,34.869,False,,0.0,69.078,0.0,0.0,0.0,0.0,0.0,2.0,1.25,2.955,19.0,0.0,85.384,84.458,77.468,72.909,47.457,100.0,34.154,23.0,0.0,87.03,85.49,75.179,70.875,45.452,100.0,34.812,3.36,4.516,86.006,84.96,19.34,NORMAL
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,1.0,6.0,13.0,35.0,60.0,78.0,0.0,0.0,0.0,1.68,3.995,83.64,8.59,83.64,85.903,16.36,1.41,11.97,27.41,73.552,69.341,8.39,4.58,14.03,2.33,48.035,11.81,100.0,34.361,False,,0.0,66.052,0.0,0.0,0.0,0.0,0.0,5.0,1.41,2.952,15.0,0.0,86.26,84.817,90.788,84.863,46.443,100.0,34.504,24.0,1.08,87.341,86.608,76.589,72.204,44.974,100.0,41.405,5.04,5.925,85.827,84.757,19.65,NORMAL
40,2026-06-01 10:00:00+00:00,10,0,0.5,-0.866025,0.0,1.0,False,False,MORNING,5.0,6.0,16.0,36.0,62.0,83.0,0.0,0.0,0.0,8.4,3.491,84.76,8.7,84.76,86.974,15.24,1.3,11.97,27.41,74.537,70.269,8.41,4.62,13.97,2.35,48.254,12.45,100.0,34.79,False,,0.0,66.762,0.0,0.0,0.0,0.0,0.0,7.0,1.9,3.112,17.0,1.92,87.874,85.689,88.202,82.635,46.124,100.0,46.683,20.0,0.0,87.211,86.488,77.946,73.411,44.225,100.0,34.885,6.72,3.677,86.416,85.459,20.13,NORMAL
