step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
11,2026-06-01 02:45:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,1.0,3.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,1.68,2.907,80.0,6.52,79.998,65.23,20.0,3.48,6.27,10.71,100.0,100.0,5.96,3.7,17.34,1.74,35.769,2.49,73.833,26.092,False,,0.0,64.51,0.0,0.0,0.0,0.18,2.16,0.0,-1.12,0.622,6.0,0.0,64.926,79.739,100.0,100.0,34.509,61.067,25.97,17.0,0.0,67.081,79.452,100.0,100.0,32.493,24.3,26.832,0.0,5.002,81.781,82.878,0.0,NORMAL
12,2026-06-01 03:00:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,1.0,4.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.653,79.93,6.43,79.929,64.282,20.07,3.57,6.03,10.19,100.0,100.0,5.82,3.67,17.52,1.71,35.123,2.01,43.442,25.713,False,,0.0,61.512,0.0,0.0,0.0,0.166,2.16,0.0,-1.28,0.502,5.0,0.0,66.784,79.93,100.0,100.0,33.981,100.0,26.714,20.0,0.0,68.877,79.987,100.0,100.0,33.008,100.0,27.551,3.36,3.285,81.798,82.895,0.0,NORMAL
13,2026-06-01 03:15:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,3.0,3.0,6.0,15.0,17.0,17.0,0.0,0.0,0.0,5.04,1.818,80.6,6.57,80.595,65.675,19.4,3.43,6.13,10.4,100.0,100.0,5.67,3.66,17.67,1.68,34.549,2.01,100.0,26.27,False,,0.0,66.975,0.0,0.0,0.0,0.154,2.16,2.0,-0.96,0.502,5.0,0.0,68.146,80.041,100.0,100.0,34.421,85.083,27.259,21.0,0.0,72.886,81.444,100.0,100.0,34.358,100.0,29.154,8.4,3.506,85.104,83.788,0.32,NORMAL
14,2026-06-01 03:30:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,3.0,4.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0,1.972,80.13,6.54,80.126,65.436,19.87,3.46,6.27,10.71,100.0,100.0,5.62,3.64,17.74,1.67,34.306,1.53,38.658,26.175,False,,0.0,61.282,0.0,0.0,0.0,0.144,2.16,0.0,-1.28,0.382,9.0,0.0,67.445,79.507,100.0,100.0,33.534,29.092,26.978,18.0,0.0,73.548,81.633,100.0,100.0,33.85,78.725,29.419,8.4,6.228,87.338,84.108,0.64,NORMAL
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,4.0,14.0,18.0,18.0,0.0,0.0,0.0,1.68,3.433,79.74,6.49,79.739,64.926,20.26,3.51,6.27,10.71,100.0,100.0,5.69,3.63,17.68,1.68,34.509,1.21,61.067,25.97,False,,0.0,63.13,0.0,0.0,0.0,0.135,2.16,-1.0,-1.28,0.302,11.0,0.0,67.081,79.452,100.0,100.0,32.493,24.3,26.832,21.0,0.0,73.662,80.953,100.0,100.0,36.316,49.933,29.465,3.36,3.933,85.74,84.124,0.48,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,3.0,4.0,7.0,15.0,21.0,21.0,0.0,0.0,0.0,5.04,3.535,79.93,6.68,79.93,66.784,20.07,3.32,6.27,10.71,100.0,100.0,5.54,3.64,17.83,1.65,33.981,1.21,100.0,26.714,False,,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.8,0.302,12.0,0.0,68.877,79.987,100.0,100.0,33.008,100.0,27.551,22.0,0.0,76.223,81.416,71.597,100.0,39.065,100.0,30.489,6.72,3.768,86.124,84.824,0.64,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,2.0,5.0,6.0,16.0,23.0,23.0,0.0,0.0,0.0,3.36,2.371,80.04,6.81,80.041,68.146,19.96,3.19,6.27,10.71,100.0,100.0,5.63,3.66,17.71,1.67,34.421,1.05,85.083,27.259,False,,0.0,65.994,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,0.262,13.0,0.0,72.886,81.444,100.0,100.0,34.358,100.0,29.154,19.0,0.0,75.861,80.506,75.862,100.0,40.419,23.333,30.344,0.0,4.46,83.634,83.958,0.16,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,2.0,6.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,2.416,79.51,6.74,79.507,67.445,20.49,3.26,6.27,10.71,100.0,100.0,5.38,3.67,17.95,1.63,33.534,0.58,29.092,26.978,False,,0.0,60.617,0.0,0.0,0.0,0.0,0.0,2.0,-0.95,0.145,7.0,0.0,73.548,81.633,100.0,100.0,33.85,78.725,29.419,21.0,0.0,75.049,80.572,70.854,100.0,39.078,48.933,30.02,6.72,4.163,84.791,84.482,0.33,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,0.0,5.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0.365,79.45,6.71,79.452,67.081,20.55,3.29,6.27,10.71,100.0,100.0,5.1,3.67,18.23,1.58,32.493,0.1,24.3,26.832,False,,0.0,60.007,0.0,0.0,0.0,0.0,0.0,1.0,-1.11,0.025,6.0,0.0,73.662,80.953,100.0,100.0,36.316,49.933,29.465,25.0,0.0,77.191,81.108,80.699,100.0,41.289,100.0,30.876,6.72,4.949,85.765,84.827,0.49,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,3.0,5.0,16.0,26.0,26.0,0.0,0.0,0.0,5.04,2.183,79.99,6.89,79.987,68.877,20.01,3.11,6.1,10.35,100.0,100.0,5.22,3.7,18.09,1.6,33.008,0.1,100.0,27.551,False,,0.0,67.343,0.0,0.0,0.0,0.0,0.0,-2.0,-1.11,0.025,8.0,0.0,76.223,81.416,71.597,100.0,39.065,100.0,30.489,22.0,0.0,79.294,82.019,79.754,100.0,41.771,100.0,31.718,8.535,4.402,87.462,85.69,1.13,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,6.0,9.0,9.0,21.0,32.0,32.0,0.0,0.0,0.0,10.08,2.649,81.44,7.29,81.444,72.886,18.56,2.71,5.74,9.55,100.0,100.0,5.52,3.76,17.72,1.67,34.358,0.58,100.0,29.154,False,,0.0,68.587,0.0,0.0,0.0,0.0,0.0,3.0,-0.47,0.145,8.0,0.0,75.861,80.506,75.862,100.0,40.419,23.333,30.344,20.0,0.0,80.114,82.412,80.299,100.0,40.297,100.0,32.046,8.187,4.104,88.101,86.647,1.29,NORMAL
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,8.0,11.0,21.0,34.0,34.0,0.0,0.0,0.0,3.36,2.338,81.63,7.35,81.633,73.548,18.37,2.65,6.27,10.71,100.0,100.0,5.32,3.82,17.86,1.65,33.85,0.42,78.725,29.419,False,,0.0,66.801,0.0,0.0,0.0,0.0,0.0,5.0,-0.16,0.105,11.0,0.0,75.049,80.572,70.854,100.0,39.078,48.933,30.02,22.0,0.0,82.998,83.246,73.205,100.0,41.739,100.0,33.199,1.757,6.977,86.74,85.479,0.81,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,3.0,12.0,21.0,35.0,35.0,0.0,0.0,0.0,1.68,4.356,80.95,7.37,80.953,73.662,19.05,2.63,6.27,10.71,100.0,100.0,5.94,3.86,17.19,1.76,36.316,0.1,49.933,29.465,False,,0.0,64.304,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.025,15.0,0.0,77.191,81.108,80.699,100.0,41.289,100.0,30.876,22.0,0.0,82.793,83.423,73.362,100.0,41.014,77.775,33.117,8.278,6.707,88.505,85.695,1.45,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,13.0,25.0,38.0,39.0,0.0,0.0,0.0,6.72,3.841,81.42,7.62,81.416,76.223,18.58,2.38,11.97,16.21,71.597,100.0,6.62,3.93,16.45,1.9,39.065,0.26,100.0,30.489,False,,0.0,66.264,0.0,0.0,0.0,0.0,0.0,8.0,0.16,0.065,14.0,0.0,79.294,82.019,79.754,100.0,41.771,100.0,31.718,22.0,0.0,82.962,82.816,78.251,100.0,42.16,48.983,33.185,8.168,4.428,89.059,86.575,1.45,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,4.0,7.0,22.0,37.0,39.0,0.0,0.0,0.0,0.0,3.785,80.51,7.59,80.506,75.861,19.49,2.41,11.17,14.46,75.862,100.0,6.94,3.98,16.09,1.96,40.419,0.0,23.333,30.344,False,,0.0,59.725,0.0,0.0,0.0,0.0,0.0,-2.0,-0.58,0.0,11.0,0.0,80.114,82.412,80.299,100.0,40.297,100.0,32.046,25.0,0.0,82.342,82.837,75.801,100.0,41.498,74.533,32.937,7.074,5.014,89.851,87.01,1.61,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,1.0,6.0,23.0,38.0,40.0,0.0,0.0,0.0,1.68,1.741,80.57,7.5,80.572,75.049,19.43,2.5,11.97,16.21,70.854,100.0,6.54,4.01,16.45,1.9,39.078,0.0,48.933,30.02,False,,0.0,61.159,0.0,0.0,0.0,0.0,0.0,-5.0,-0.42,0.0,10.0,0.0,82.998,83.246,73.205,100.0,41.739,100.0,33.199,23.0,0.0,83.953,83.912,76.828,100.0,42.568,100.0,33.581,3.36,6.586,88.818,86.307,1.45,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,3.0,4.0,8.0,25.0,39.0,43.0,0.0,0.0,0.0,5.04,2.04,81.11,7.72,81.108,77.191,18.89,2.28,10.58,13.16,80.699,100.0,7.09,4.06,15.85,2.01,41.289,0.0,100.0,30.876,False,,0.0,67.682,0.0,0.0,0.0,0.0,0.0,-4.0,-0.1,0.0,10.0,0.0,82.793,83.423,73.362,100.0,41.014,77.775,33.117,22.0,0.0,81.781,82.878,72.882,100.0,41.541,23.333,32.712,5.04,4.808,88.482,86.399,1.45,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,8.0,26.0,41.0,47.0,0.0,0.0,0.0,6.72,2.235,82.02,7.93,82.019,79.294,17.98,2.07,10.83,13.7,79.754,100.0,7.16,4.12,15.72,2.03,41.771,0.16,100.0,31.718,False,,0.0,68.233,0.0,0.0,0.0,0.0,0.0,-5.0,-0.1,0.04,8.0,0.0,82.962,82.816,78.251,100.0,42.16,48.983,33.185,26.0,0.0,81.798,82.895,72.926,100.0,42.802,74.533,32.719,3.36,3.416,87.99,86.434,1.29,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,7.0,11.0,27.0,43.0,50.0,0.0,0.0,0.0,5.04,3.137,82.41,8.01,82.412,80.114,17.59,1.99,10.8,13.65,80.299,100.0,6.71,4.17,16.12,1.96,40.297,0.16,100.0,32.046,False,,0.0,68.416,0.0,0.0,0.0,0.0,0.0,4.0,0.16,0.04,9.0,0.0,82.342,82.837,75.801,100.0,41.498,74.533,32.937,31.0,0.0,85.104,83.788,74.628,100.0,44.072,100.0,34.042,3.36,6.202,86.714,85.851,1.13,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,5.0,8.0,15.0,32.0,46.0,55.0,0.0,0.0,0.0,8.4,3.914,83.25,8.3,83.246,82.998,16.75,1.7,11.97,16.21,73.205,100.0,7.02,4.25,15.73,2.03,41.739,0.48,100.0,33.199,False,,0.0,68.455,0.0,0.0,0.0,0.0,0.0,9.0,0.48,0.12,12.0,0.0,83.953,83.912,76.828,100.0,42.568,100.0,33.581,30.0,0.0,87.338,84.108,85.91,100.0,46.662,100.0,34.935,1.68,3.748,84.795,85.526,0.82,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,34.0,48.0,57.0,0.0,0.0,0.0,3.36,2.732,83.42,8.28,83.423,82.793,16.58,1.72,11.97,16.21,73.362,100.0,6.76,4.31,15.93,1.99,41.014,0.32,77.775,33.117,False,,0.0,66.406,0.0,0.0,0.0,0.0,0.0,6.0,0.32,0.08,12.0,0.0,81.781,82.878,72.882,100.0,41.541,23.333,32.712,25.0,0.0,85.74,84.124,73.978,100.0,46.674,79.358,34.296,3.36,5.988,84.024,84.946,0.66,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,1.0,3.0,11.0,32.0,48.0,58.0,0.0,0.0,0.0,1.68,4.04,82.82,8.3,82.816,82.962,17.18,1.7,11.14,14.39,78.251,100.0,7.02,4.36,15.62,2.05,42.16,0.01,48.983,33.185,False,,0.0,64.405,0.0,0.0,0.0,0.0,0.0,3.0,-0.15,0.002,14.0,0.0,81.798,82.895,72.926,100.0,42.802,74.533,32.719,30.0,0.0,86.124,84.824,74.593,100.0,47.062,100.0,34.45,3.36,6.084,83.479,84.32,0.5,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,3.0,10.0,28.0,49.0,60.0,0.0,0.0,0.0,3.36,3.524,82.84,8.23,82.837,82.342,17.16,1.77,11.5,15.19,75.801,100.0,6.81,4.4,15.8,2.02,41.498,0.0,74.533,32.937,False,,0.0,66.231,0.0,0.0,0.0,0.0,0.0,-1.0,-0.16,0.0,16.0,0.0,85.104,83.788,74.628,100.0,44.072,100.0,34.042,29.0,0.0,83.634,83.958,73.92,100.0,47.559,24.975,33.454,3.36,4.268,82.758,84.165,0.34,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,5.0,7.0,10.0,31.0,52.0,65.0,0.0,0.0,0.0,8.4,3.459,83.91,8.4,83.912,83.953,16.09,1.6,11.5,15.17,76.828,100.0,7.05,4.44,15.51,2.07,42.568,0.32,100.0,33.581,False,,0.0,69.302,0.0,0.0,0.0,0.0,0.0,-5.0,-0.16,0.08,11.0,0.0,87.338,84.108,85.91,100.0,46.662,100.0,34.935,33.0,0.0,84.791,84.482,77.489,100.0,46.551,100.0,33.916,8.83,5.775,84.789,84.726,0.82,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,5.0,8.0,30.0,51.0,65.0,0.0,0.0,0.0,0.0,5.002,82.88,8.18,82.878,81.781,17.12,1.82,11.97,16.21,72.882,100.0,6.76,4.45,15.78,2.02,41.541,0.0,23.333,32.712,False,,0.0,61.174,0.0,0.0,0.0,0.0,0.0,-6.0,-0.32,0.0,10.0,0.0,85.74,84.124,73.978,100.0,46.674,79.358,34.296,31.0,0.0,85.765,84.827,90.799,100.0,45.657,100.0,34.306,6.29,4.693,85.905,85.013,0.82,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,2.0,9.0,28.0,53.0,67.0,0.0,0.0,0.0,3.36,3.285,82.9,8.18,82.895,81.798,17.1,1.82,11.97,16.2,72.926,100.0,7.1,4.46,15.44,2.08,42.802,0.0,74.533,32.719,False,,0.0,65.908,0.0,0.0,0.0,0.0,0.0,-2.0,-0.01,0.0,12.0,0.0,86.124,84.824,74.593,100.0,47.062,100.0,34.45,30.0,1.92,87.462,85.69,88.203,100.0,45.444,100.0,46.502,5.04,5.671,86.563,84.79,0.82,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,7.0,12.0,33.0,55.0,72.0,0.0,0.0,0.0,8.4,3.506,83.79,8.51,83.788,85.104,16.21,1.49,11.82,15.88,74.628,100.0,7.39,4.51,15.1,2.14,44.072,0.32,100.0,34.042,False,,0.0,69.376,0.0,0.0,0.0,0.0,0.0,2.0,0.32,0.08,15.0,0.0,83.634,83.958,73.92,100.0,47.559,24.975,33.454,25.0,1.05,88.101,86.647,77.499,100.0,44.918,100.0,41.517,5.04,3.446,86.244,85.22,0.82,NORMAL
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,10.0,12.0,37.0,60.0,77.0,0.0,0.0,0.0,8.4,6.228,84.11,8.73,84.108,87.338,15.89,1.27,10.31,12.55,85.91,100.0,8.03,4.56,14.4,2.27,46.662,0.64,100.0,34.935,False,,0.0,71.48,0.0,0.0,0.0,0.0,0.0,2.0,0.32,0.16,19.0,0.0,84.791,84.482,77.489,100.0,46.551,100.0,33.916,23.0,0.0,86.74,85.479,75.169,100.0,44.946,31.417,34.696,3.36,4.523,85.863,84.967,0.66,MODERATE
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,36.0,61.0,79.0,0.0,0.0,0.0,3.36,3.933,84.12,8.57,84.124,85.74,15.88,1.43,11.97,16.21,73.978,100.0,8.01,4.59,14.4,2.27,46.674,0.48,79.358,34.296,False,,0.0,67.876,0.0,0.0,0.0,0.0,0.0,6.0,0.48,0.12,15.0,0.0,85.765,84.827,90.799,100.0,45.657,100.0,34.306,24.0,2.07,88.505,85.695,76.18,100.0,45.408,100.0,47.838,5.04,5.929,85.708,84.761,0.66,NORMAL
