step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
10,2026-06-01 02:30:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,2.0,3.0,5.0,13.0,13.0,13.0,0.0,0.0,0.0,3.36,1.195,80.46,6.49,80.465,64.899,19.54,3.51,6.27,17.99,100.0,100.0,6.26,3.71,17.03,1.8,36.937,2.81,100.0,25.96,False,,0.0,67.006,0.0,0.0,0.0,0.196,2.16,-1.0,-1.12,0.702,6.0,0.0,65.217,80.215,100.0,100.0,34.157,38.658,26.087,11.0,0.0,67.23,79.571,100.0,100.0,33.411,29.092,26.892,3.36,3.266,78.555,82.376,0.0,NORMAL
11,2026-06-01 02:45:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,1.0,3.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,1.68,2.992,80.13,6.5,80.126,65.008,19.87,3.5,6.27,17.99,100.0,100.0,5.92,3.69,17.39,1.73,35.583,2.49,73.833,26.003,False,,0.0,64.477,0.0,0.0,0.0,0.18,2.16,0.0,-1.12,0.622,6.0,0.0,64.708,79.815,100.0,100.0,34.369,61.067,25.883,11.0,0.0,66.867,79.516,100.0,100.0,32.375,24.3,26.747,6.72,3.609,80.69,82.941,0.16,NORMAL
12,2026-06-01 03:00:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,1.0,4.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.725,80.04,6.41,80.039,64.061,19.96,3.59,6.03,17.47,100.0,100.0,5.78,3.65,17.56,1.7,34.952,2.01,43.442,25.625,False,,0.0,61.476,0.0,0.0,0.0,0.166,2.16,0.0,-1.28,0.502,5.0,0.0,66.567,80.005,100.0,100.0,33.848,100.0,26.627,12.0,0.0,67.496,79.788,100.0,100.0,32.612,74.533,26.998,1.68,4.446,79.769,82.341,0.0,NORMAL
13,2026-06-01 03:15:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,3.0,3.0,6.0,15.0,17.0,17.0,0.0,0.0,0.0,5.04,1.842,80.7,6.55,80.699,65.455,19.3,3.45,6.13,17.68,100.0,100.0,5.64,3.64,17.71,1.67,34.39,2.01,100.0,26.182,False,,0.0,66.94,0.0,0.0,0.0,0.154,2.16,1.0,-0.96,0.502,4.0,0.0,67.931,80.115,100.0,100.0,34.294,85.083,27.172,13.0,0.0,66.437,79.843,100.0,100.0,34.445,48.933,26.575,3.36,2.977,80.118,82.402,0.0,NORMAL
14,2026-06-01 03:30:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,3.0,4.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0,2.031,80.22,6.52,80.215,65.217,19.78,3.48,6.27,17.99,100.0,100.0,5.59,3.63,17.78,1.66,34.157,1.53,38.658,26.087,False,,0.0,61.244,0.0,0.0,0.0,0.144,2.16,-1.0,-1.28,0.382,3.0,0.0,67.23,79.571,100.0,100.0,33.411,29.092,26.892,16.0,0.0,67.169,80.277,100.0,100.0,34.444,74.533,26.868,8.4,3.224,83.688,83.339,0.32,NORMAL
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,4.0,14.0,18.0,18.0,0.0,0.0,0.0,1.68,3.484,79.82,6.47,79.815,64.708,20.18,3.53,6.27,17.99,100.0,100.0,5.66,3.62,17.72,1.67,34.369,1.21,61.067,25.883,False,,0.0,63.09,0.0,0.0,0.0,0.135,2.16,-1.0,-1.28,0.302,5.0,0.0,66.867,79.516,100.0,100.0,32.375,24.3,26.747,17.0,0.0,67.145,80.282,100.0,100.0,33.359,48.933,26.858,8.4,5.971,86.155,83.7,0.64,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,3.0,4.0,7.0,15.0,21.0,21.0,0.0,0.0,0.0,5.04,3.536,80.01,6.66,80.005,66.567,19.99,3.34,6.27,17.99,100.0,100.0,5.51,3.63,17.86,1.65,33.848,1.21,100.0,26.627,False,,0.0,66.961,0.0,0.0,0.0,0.0,0.0,3.0,-0.8,0.302,6.0,0.0,67.496,79.788,100.0,100.0,32.612,74.533,26.998,20.0,0.0,67.29,79.792,70.168,66.15,35.358,48.933,26.916,3.36,3.7,84.753,83.755,0.48,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,2.0,5.0,6.0,17.0,23.0,23.0,0.0,0.0,0.0,3.36,2.375,80.12,6.79,80.115,67.931,19.88,3.21,6.27,17.99,100.0,100.0,5.61,3.65,17.74,1.67,34.294,1.05,85.083,27.172,False,,0.0,65.955,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,0.262,5.0,0.0,66.437,79.843,100.0,100.0,34.445,48.933,26.575,19.0,0.0,69.882,80.389,70.694,66.646,37.73,100.0,27.953,6.72,3.557,85.299,84.491,0.64,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,2.0,6.0,15.0,23.0,23.0,0.0,0.0,0.0,0.0,2.458,79.57,6.72,79.571,67.23,20.43,3.28,6.27,17.99,100.0,100.0,5.36,3.66,17.98,1.62,33.411,0.58,29.092,26.892,False,,0.0,60.577,0.0,0.0,0.0,0.0,0.0,2.0,-0.95,0.145,8.0,0.0,67.169,80.277,100.0,100.0,34.444,74.533,26.868,19.0,0.0,69.549,79.623,75.03,70.535,38.78,23.333,27.82,0.0,4.269,82.945,83.659,0.16,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,0.0,5.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0.366,79.52,6.69,79.516,66.867,20.48,3.31,6.27,17.99,100.0,100.0,5.08,3.66,18.26,1.57,32.375,0.1,24.3,26.747,False,,0.0,59.968,0.0,0.0,0.0,0.0,0.0,1.0,-1.11,0.025,6.0,0.0,67.145,80.282,100.0,100.0,33.359,48.933,26.858,21.0,0.0,68.768,79.76,70.14,66.124,37.194,48.933,27.507,6.72,3.992,84.215,84.214,0.33,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,2.0,4.0,15.0,25.0,25.0,0.0,0.0,0.0,3.36,2.019,79.79,6.75,79.788,67.496,20.21,3.25,6.27,17.99,100.0,100.0,5.13,3.67,18.19,1.58,32.612,0.0,74.533,26.998,False,,0.0,64.696,0.0,0.0,0.0,0.0,0.0,-3.0,-1.21,0.0,6.0,0.0,67.29,79.792,70.168,66.15,35.358,48.933,26.916,24.0,0.0,70.91,80.378,79.973,75.005,39.207,100.0,28.364,6.72,4.796,85.284,84.589,0.49,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,3.0,3.0,15.0,26.0,26.0,0.0,0.0,0.0,1.68,1.883,79.84,6.64,79.843,66.437,20.16,3.36,5.96,17.32,100.0,100.0,5.63,3.67,17.7,1.67,34.445,0.0,48.933,26.575,False,,0.0,62.357,0.0,0.0,0.0,0.0,0.0,-3.0,-1.05,0.0,8.0,0.0,69.882,80.389,70.694,66.646,37.73,100.0,27.953,22.0,0.0,73.043,81.391,79.144,74.302,39.529,100.0,29.217,8.631,4.266,87.101,85.498,1.13,NORMAL
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,3.0,5.0,15.0,28.0,28.0,0.0,0.0,0.0,3.36,1.334,80.28,6.72,80.277,67.169,19.72,3.28,5.25,15.74,100.0,100.0,5.63,3.67,17.7,1.67,34.444,0.0,74.533,26.868,False,,0.0,64.903,0.0,0.0,0.0,0.0,0.0,-1.0,-0.58,0.0,8.0,0.0,69.549,79.623,75.03,70.535,38.78,23.333,27.82,20.0,0.0,74.101,81.851,79.751,74.866,37.947,100.0,29.64,6.489,5.547,87.622,85.682,0.97,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,3.0,6.0,15.0,29.0,29.0,0.0,0.0,0.0,1.68,1.67,80.28,6.71,80.282,67.145,19.72,3.29,6.27,17.99,100.0,100.0,5.33,3.68,17.99,1.62,33.359,0.0,48.933,26.858,False,,0.0,62.497,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,0.0,11.0,0.0,68.768,79.76,70.14,66.124,37.194,48.933,27.507,22.0,0.0,75.908,82.698,75.855,71.391,37.784,100.0,30.363,3.36,6.424,87.021,84.976,0.81,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,2.0,5.0,16.0,29.0,30.0,0.0,0.0,0.0,1.68,3.582,79.79,6.73,79.792,67.29,20.21,3.27,11.97,27.41,70.168,66.15,5.86,3.68,17.45,1.72,35.358,0.0,48.933,26.916,False,,0.0,54.957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,70.91,80.378,79.973,75.005,39.207,100.0,28.364,23.0,0.0,75.572,81.74,73.623,69.342,37.34,23.333,30.229,8.459,3.379,87.415,86.207,1.29,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,8.0,17.0,32.0,34.0,0.0,0.0,0.0,6.72,3.293,80.39,6.99,80.389,69.882,19.61,3.01,11.97,27.41,70.694,66.646,6.47,3.71,16.81,1.83,37.73,0.16,100.0,27.953,False,,0.0,60.538,0.0,0.0,0.0,0.0,0.0,5.0,0.16,0.04,11.0,0.0,73.043,81.391,79.144,74.302,39.529,100.0,29.217,25.0,0.0,78.428,82.366,77.825,73.155,38.77,100.0,31.371,4.981,5.473,87.192,86.106,1.13,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,4.0,6.0,17.0,32.0,34.0,0.0,0.0,0.0,0.0,3.197,79.62,6.95,79.623,69.549,20.38,3.05,11.17,25.66,75.03,70.535,6.73,3.74,16.53,1.88,38.78,0.0,23.333,27.82,False,,0.0,54.485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,74.101,81.851,79.751,74.866,37.947,100.0,29.64,25.0,0.0,78.555,82.376,75.379,70.95,38.406,74.55,31.422,3.36,6.482,86.031,85.441,0.97,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,1.0,6.0,17.0,31.0,35.0,0.0,0.0,0.0,1.68,1.446,79.76,6.88,79.76,68.768,20.24,3.12,11.97,27.41,70.14,66.124,6.3,3.75,16.96,1.81,37.194,0.0,48.933,27.507,False,,0.0,55.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,75.908,82.698,75.855,71.391,37.784,100.0,30.363,23.0,0.0,80.69,82.941,80.566,75.641,40.492,100.0,32.276,5.04,7.043,86.761,84.868,0.97,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,4.0,8.0,17.0,32.0,38.0,0.0,0.0,0.0,5.04,1.709,80.38,7.09,80.378,70.91,19.62,2.91,10.58,24.36,79.973,75.005,6.81,3.78,16.41,1.91,39.207,0.0,100.0,28.364,False,,0.0,62.991,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,75.572,81.74,73.623,69.342,37.34,23.333,30.229,23.0,0.0,79.769,82.341,72.41,68.264,39.681,48.933,31.908,6.72,5.042,87.325,85.231,1.13,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,8.0,19.0,36.0,42.0,0.0,0.0,0.0,6.72,1.817,81.39,7.3,81.391,73.043,18.61,2.7,10.83,24.9,79.144,74.302,6.85,3.82,16.33,1.92,39.529,0.16,100.0,29.217,False,,0.0,63.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11.0,0.0,78.428,82.366,77.825,73.155,38.77,100.0,31.371,26.0,0.0,80.118,82.402,72.492,68.34,41.146,74.533,32.047,5.04,3.87,88.602,85.396,1.13,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,7.0,11.0,22.0,37.0,45.0,0.0,0.0,0.0,5.04,2.778,81.85,7.41,81.851,74.101,18.15,2.59,10.8,24.85,79.751,74.866,6.37,3.87,16.75,1.84,37.947,0.16,100.0,29.64,False,,0.0,63.797,0.0,0.0,0.0,0.0,0.0,5.0,0.16,0.04,9.0,0.0,78.555,82.376,75.379,70.95,38.406,74.55,31.422,31.0,0.0,83.688,83.339,74.228,69.942,42.603,100.0,33.475,5.04,5.607,87.939,85.32,1.13,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,14.0,26.0,40.0,49.0,0.0,0.0,0.0,6.72,2.606,82.7,7.59,82.698,75.908,17.3,2.41,11.48,26.33,75.855,71.391,6.27,3.93,16.8,1.84,37.784,0.32,100.0,30.363,False,,0.0,63.445,0.0,0.0,0.0,0.0,0.0,8.0,0.32,0.08,12.0,0.0,80.69,82.941,80.566,75.641,40.492,100.0,32.276,28.0,0.0,86.155,83.7,85.493,80.088,45.366,100.0,34.462,1.68,3.443,85.818,85.091,0.81,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,4.0,11.0,24.0,39.0,49.0,0.0,0.0,0.0,0.0,3.967,81.74,7.56,81.74,75.572,18.26,2.44,11.69,26.79,73.623,69.342,6.1,3.98,16.92,1.81,37.34,0.0,23.333,30.229,False,,0.0,55.714,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,79.769,82.341,72.41,68.264,39.681,48.933,31.908,25.0,0.0,84.753,83.755,73.654,69.436,45.536,79.358,33.901,3.36,5.739,84.879,84.591,0.66,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,4.0,4.0,11.0,27.0,42.0,53.0,0.0,0.0,0.0,6.72,3.076,82.37,7.84,82.366,78.428,17.63,2.16,11.14,25.59,77.825,73.155,6.42,4.05,16.53,1.88,38.77,0.16,100.0,31.371,False,,0.0,64.413,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.04,14.0,0.0,80.118,82.402,72.492,68.34,41.146,74.533,32.047,29.0,0.0,85.299,84.491,74.301,70.047,46.066,100.0,34.12,3.36,5.88,84.192,84.029,0.5,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,6.0,10.0,27.0,42.0,55.0,0.0,0.0,0.0,3.36,3.266,82.38,7.86,82.376,78.555,17.62,2.14,11.5,26.39,75.379,70.95,6.27,4.1,16.63,1.87,38.406,0.0,74.55,31.422,False,,0.0,61.559,0.0,0.0,0.0,0.0,0.0,-1.0,-0.16,0.0,16.0,0.0,83.688,83.339,74.228,69.942,42.603,100.0,33.475,27.0,0.0,82.945,83.659,73.657,69.436,46.69,24.975,33.178,3.36,4.102,83.354,83.928,0.34,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,4.0,6.0,10.0,30.0,45.0,59.0,0.0,0.0,0.0,6.72,3.609,82.94,8.07,82.941,80.69,17.06,1.93,10.84,24.92,80.566,75.641,6.76,4.17,16.07,1.97,40.492,0.16,100.0,32.276,False,,0.0,65.774,0.0,0.0,0.0,0.0,0.0,-4.0,-0.16,0.04,11.0,0.0,86.155,83.7,85.493,80.088,45.366,100.0,34.462,29.0,0.0,84.215,84.214,77.244,72.698,45.795,100.0,33.686,8.908,5.639,85.32,84.548,0.82,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,1.0,5.0,11.0,30.0,46.0,60.0,0.0,0.0,0.0,1.68,4.446,82.34,7.98,82.341,79.769,17.66,2.02,11.97,27.41,72.41,68.264,6.5,4.21,16.29,1.93,39.681,0.0,48.933,31.908,False,,0.0,58.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,84.753,83.755,73.654,69.436,45.536,79.358,33.901,28.0,0.0,85.284,84.589,90.543,84.635,45.001,100.0,34.114,6.212,4.592,86.315,84.854,0.82,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,3.0,9.0,28.0,45.0,62.0,0.0,0.0,0.0,3.36,2.977,82.4,8.01,82.402,80.118,17.6,1.99,11.97,27.4,72.492,68.34,6.86,4.25,15.89,2.0,41.146,0.0,74.533,32.047,False,,0.0,61.463,0.0,0.0,0.0,0.0,0.0,-2.0,-0.16,0.0,12.0,0.0,85.299,84.491,74.301,70.047,46.066,100.0,34.12,28.0,1.86,87.101,85.498,87.98,82.427,44.872,100.0,46.015,5.04,5.58,86.906,84.66,0.82,NORMAL
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,7.0,12.0,33.0,50.0,67.0,0.0,0.0,0.0,8.4,3.224,83.34,8.37,83.339,83.688,16.66,1.63,11.82,27.08,74.228,69.942,7.18,4.32,15.5,2.07,42.603,0.32,100.0,33.475,False,,0.0,65.207,0.0,0.0,0.0,0.0,0.0,2.0,0.32,0.08,15.0,0.0,82.945,83.659,73.657,69.436,46.69,24.975,33.178,24.0,0.0,87.622,85.682,89.518,83.772,43.775,84.208,35.049,5.04,3.372,86.53,85.114,0.82,NORMAL
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,10.0,13.0,37.0,54.0,72.0,0.0,0.0,0.0,8.4,5.971,83.7,8.62,83.7,86.155,16.3,1.38,10.31,23.75,85.493,80.088,7.84,4.4,14.75,2.2,45.366,0.64,100.0,34.462,False,,0.0,68.598,0.0,0.0,0.0,0.0,0.0,3.0,0.48,0.16,17.0,0.0,84.215,84.214,77.244,72.698,45.795,100.0,33.686,25.0,0.0,87.021,84.976,74.727,70.448,44.027,82.617,34.809,3.36,4.462,86.102,84.882,0.66,NORMAL
40,2026-06-01 10:00:00+00:00,10,0,0.5,-0.866025,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,36.0,53.0,74.0,0.0,0.0,0.0,3.36,3.7,83.76,8.48,83.755,84.753,16.24,1.52,11.97,27.41,73.654,69.436,7.84,4.46,14.71,2.21,45.536,0.48,79.358,33.901,False,,0.0,63.788,0.0,0.0,0.0,0.0,0.0,3.0,0.48,0.12,15.0,0.0,85.284,84.589,90.543,84.635,45.001,100.0,34.114,24.0,0.96,87.415,86.207,76.191,71.829,43.803,100.0,40.756,5.04,5.88,85.908,84.691,0.66,NORMAL
