step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
10,2026-06-01 02:30:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,2.0,3.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,3.36,1.191,80.16,6.56,80.155,65.63,19.84,3.44,6.27,17.99,100.0,100.0,6.37,3.75,16.88,1.82,37.499,2.81,100.0,26.252,False,,0.0,67.135,0.0,0.0,0.0,0.196,2.16,-2.0,-1.28,0.702,6.0,0.0,65.934,80.01,100.0,100.0,34.597,38.658,26.374,16.0,0.0,67.933,79.415,100.0,100.0,33.792,29.092,27.173,6.72,4.057,86.089,84.025,0.33,NORMAL
11,2026-06-01 02:45:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,1.0,3.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,1.68,2.815,79.86,6.57,79.861,65.735,20.14,3.43,6.27,17.99,100.0,100.0,6.02,3.73,17.25,1.75,36.105,2.49,73.833,26.294,False,,0.0,64.611,0.0,0.0,0.0,0.18,2.16,0.0,-1.12,0.622,6.0,0.0,65.422,79.64,100.0,100.0,34.79,61.067,26.169,17.0,0.0,68.647,79.394,100.0,100.0,32.565,51.5,27.459,5.04,4.213,86.391,84.202,0.33,NORMAL
12,2026-06-01 03:00:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,1.0,4.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.651,79.79,6.48,79.793,64.785,20.21,3.52,6.03,17.47,100.0,100.0,5.88,3.69,17.43,1.72,35.442,2.01,43.442,25.914,False,,0.0,61.611,0.0,0.0,0.0,0.166,2.16,0.0,-1.28,0.502,6.0,0.0,67.277,79.831,100.0,100.0,34.253,100.0,26.911,19.0,0.0,70.352,80.12,100.0,100.0,34.21,100.0,28.141,8.756,4.255,89.091,85.057,0.81,NORMAL
13,2026-06-01 03:15:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,3.0,3.0,6.0,15.0,17.0,17.0,0.0,0.0,0.0,5.04,1.817,80.46,6.62,80.46,66.176,19.54,3.38,6.13,17.68,100.0,100.0,5.73,3.68,17.59,1.69,34.852,2.01,100.0,26.47,False,,0.0,67.073,0.0,0.0,0.0,0.154,2.16,2.0,-0.96,0.502,6.0,0.0,68.637,79.943,100.0,100.0,34.686,85.083,27.455,20.0,0.0,73.64,81.212,100.0,100.0,35.407,100.0,29.456,8.394,6.955,90.666,85.26,1.13,NORMAL
14,2026-06-01 03:30:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,3.0,4.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0,1.894,80.01,6.59,80.01,65.934,19.99,3.41,6.27,17.99,100.0,100.0,5.67,3.67,17.66,1.68,34.597,1.53,38.658,26.374,False,,0.0,61.382,0.0,0.0,0.0,0.144,2.16,0.0,-1.28,0.382,9.0,0.0,67.933,79.415,100.0,100.0,33.792,29.092,27.173,18.0,0.0,74.299,81.434,100.0,100.0,34.774,78.725,29.719,6.37,6.217,90.514,85.313,1.13,NORMAL
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,4.0,14.0,18.0,18.0,0.0,0.0,0.0,1.68,3.366,79.64,6.54,79.64,65.422,20.36,3.46,6.27,17.99,100.0,100.0,5.74,3.66,17.61,1.69,34.79,1.21,61.067,26.169,False,,0.0,63.232,0.0,0.0,0.0,0.135,2.16,-1.0,-1.28,0.302,11.0,0.0,68.647,79.394,100.0,100.0,32.565,51.5,27.459,21.0,0.0,74.41,80.783,100.0,100.0,37.136,49.933,29.764,5.04,4.449,89.397,85.573,1.13,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,3.0,4.0,7.0,15.0,21.0,21.0,0.0,0.0,0.0,5.04,3.534,79.83,6.73,79.831,67.277,20.17,3.27,6.27,17.99,100.0,100.0,5.58,3.67,17.75,1.66,34.253,1.21,100.0,26.911,False,,0.0,67.101,0.0,0.0,0.0,0.0,0.0,3.0,-0.8,0.302,11.0,0.0,70.352,80.12,100.0,100.0,34.21,100.0,28.141,22.0,0.0,76.967,81.271,71.469,67.377,39.8,100.0,30.787,0.0,4.889,86.367,84.653,0.65,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,2.0,5.0,6.0,16.0,23.0,23.0,0.0,0.0,0.0,3.36,2.37,79.94,6.86,79.943,68.637,20.06,3.14,6.27,17.99,100.0,100.0,5.68,3.69,17.63,1.69,34.686,1.05,85.083,27.455,False,,0.0,66.094,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,0.262,12.0,0.0,73.64,81.212,100.0,100.0,35.407,100.0,29.456,21.0,0.0,76.601,80.382,75.745,71.207,41.084,23.333,30.64,8.4,4.724,88.149,85.394,0.97,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,2.0,6.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,2.391,79.42,6.79,79.415,67.933,20.58,3.21,6.27,17.99,100.0,100.0,5.43,3.7,17.88,1.64,33.792,0.58,29.092,27.173,False,,0.0,60.717,0.0,0.0,0.0,0.0,0.0,2.0,-0.95,0.145,7.0,0.0,74.299,81.434,100.0,100.0,34.774,78.725,29.719,23.0,0.0,75.785,80.466,70.761,66.71,39.685,48.933,30.314,5.04,5.472,87.855,85.316,0.97,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,1.0,1.0,6.0,15.0,24.0,24.0,0.0,0.0,0.0,1.68,1.48,79.39,6.86,79.394,68.647,20.61,3.14,6.27,17.99,100.0,100.0,5.08,3.71,18.21,1.58,32.565,0.26,51.5,27.459,False,,0.0,62.762,0.0,0.0,0.0,0.0,0.0,2.0,-0.95,0.065,6.0,0.0,74.41,80.783,100.0,100.0,37.136,49.933,29.764,26.0,0.0,77.927,81.017,80.608,75.601,41.849,100.0,31.171,8.319,4.682,89.116,86.099,1.61,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,4.0,6.0,17.0,27.0,27.0,0.0,0.0,0.0,5.04,1.455,80.12,7.04,80.12,70.352,19.88,2.96,5.88,17.13,100.0,100.0,5.49,3.74,17.76,1.66,34.21,0.26,100.0,28.141,False,,0.0,67.776,0.0,0.0,0.0,0.0,0.0,-1.0,-0.95,0.065,8.0,0.0,76.967,81.271,71.469,67.377,39.8,100.0,30.787,26.0,0.0,80.027,81.941,79.679,74.805,42.292,100.0,32.011,8.009,6.368,90.442,86.377,1.94,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,5.0,8.0,9.0,21.0,32.0,32.0,0.0,0.0,0.0,8.4,2.717,81.21,7.36,81.212,73.64,18.79,2.64,5.74,16.83,100.0,100.0,5.75,3.81,17.44,1.72,35.407,0.58,100.0,29.456,False,,0.0,68.781,0.0,0.0,0.0,0.0,0.0,3.0,-0.47,0.145,8.0,0.0,76.601,80.382,75.745,71.207,41.084,23.333,30.64,28.0,0.0,80.727,82.358,80.246,75.331,40.776,100.0,32.291,7.884,5.18,91.498,86.947,2.26,NORMAL
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,7.0,11.0,21.0,34.0,34.0,0.0,0.0,0.0,3.36,2.205,81.43,7.43,81.434,74.299,18.57,2.57,6.27,17.99,100.0,100.0,5.53,3.86,17.61,1.69,34.774,0.42,78.725,29.719,False,,0.0,66.99,0.0,0.0,0.0,0.0,0.0,5.0,-0.16,0.105,11.0,0.0,75.785,80.466,70.761,66.71,39.685,48.933,30.314,30.0,0.0,83.509,83.209,73.174,68.984,42.174,100.0,33.404,7.655,5.518,91.721,87.459,2.26,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,3.0,11.0,21.0,35.0,35.0,0.0,0.0,0.0,1.68,4.242,80.78,7.44,80.783,74.41,19.22,2.56,6.27,17.99,100.0,100.0,6.12,3.91,16.97,1.8,37.136,0.1,49.933,29.764,False,,0.0,64.49,0.0,0.0,0.0,0.0,0.0,5.0,-0.16,0.025,15.0,0.0,77.927,81.017,80.608,75.601,41.849,100.0,31.171,28.0,0.0,83.22,83.4,73.342,69.142,41.405,77.775,33.288,5.093,6.47,90.843,87.203,2.1,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,12.0,25.0,38.0,39.0,0.0,0.0,0.0,6.72,3.744,81.27,7.7,81.271,76.967,18.73,2.3,11.97,27.41,71.469,67.377,6.77,3.97,16.25,1.93,39.8,0.26,100.0,30.787,False,,0.0,62.517,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.065,14.0,0.0,80.027,81.941,79.679,74.805,42.292,100.0,32.011,29.0,0.0,84.42,83.473,73.406,69.203,42.641,100.0,33.768,6.72,6.604,89.645,87.351,2.26,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,4.0,7.0,22.0,37.0,39.0,0.0,0.0,0.0,0.0,3.702,80.38,7.66,80.382,76.601,19.62,2.34,11.17,25.66,75.745,71.207,7.07,4.02,15.91,2.0,41.084,0.0,23.333,30.64,False,,0.0,56.436,0.0,0.0,0.0,0.0,0.0,-2.0,-0.58,0.0,13.0,0.0,80.727,82.358,80.246,75.331,40.776,100.0,32.291,26.0,0.0,84.162,83.552,81.837,76.807,43.019,76.192,33.665,7.537,6.393,90.697,87.532,2.74,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,1.0,6.0,23.0,37.0,40.0,0.0,0.0,0.0,1.68,1.67,80.47,7.58,80.466,75.785,19.53,2.42,11.97,27.41,70.761,66.71,6.66,4.05,16.28,1.93,39.685,0.0,48.933,30.314,False,,0.0,57.332,0.0,0.0,0.0,0.0,0.0,-5.0,-0.42,0.0,12.0,0.0,83.509,83.209,73.174,68.984,42.174,100.0,33.404,29.0,0.0,86.089,84.025,77.1,72.561,44.658,100.0,34.436,7.452,4.065,91.579,88.291,2.74,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,3.0,4.0,8.0,25.0,39.0,43.0,0.0,0.0,0.0,5.04,1.979,81.02,7.79,81.017,77.927,18.98,2.21,10.58,24.36,80.608,75.601,7.2,4.1,15.7,2.03,41.849,0.0,100.0,31.171,False,,0.0,64.921,0.0,0.0,0.0,0.0,0.0,-3.0,-0.1,0.0,11.0,0.0,83.22,83.4,73.342,69.142,41.405,77.775,33.288,28.0,0.0,86.391,84.202,74.046,69.807,45.127,100.0,34.556,3.491,7.265,89.767,87.528,2.58,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,8.0,26.0,41.0,47.0,0.0,0.0,0.0,6.72,2.183,81.94,8.0,81.941,80.027,18.06,2.0,10.83,24.9,79.679,74.805,7.26,4.16,15.58,2.06,42.292,0.16,100.0,32.011,False,,0.0,65.377,0.0,0.0,0.0,0.0,0.0,-4.0,-0.1,0.04,12.0,0.0,84.42,83.473,73.406,69.203,42.641,100.0,33.768,32.0,0.79,89.091,85.057,76.074,71.682,46.43,100.0,40.366,3.36,7.053,88.757,86.706,2.42,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,7.0,11.0,27.0,43.0,50.0,0.0,0.0,0.0,5.04,3.093,82.36,8.07,82.358,80.727,17.64,1.93,10.8,24.85,80.246,75.331,6.79,4.21,15.99,1.98,40.776,0.16,100.0,32.291,False,,0.0,65.603,0.0,0.0,0.0,0.0,0.0,4.0,0.16,0.04,15.0,0.0,84.162,83.552,81.837,76.807,43.019,76.192,33.665,31.0,0.79,90.666,85.26,87.45,81.922,48.996,100.0,41.017,3.36,6.392,87.7,86.054,2.26,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,5.0,8.0,15.0,32.0,46.0,55.0,0.0,0.0,0.0,8.4,3.883,83.21,8.35,83.209,83.509,16.79,1.65,11.97,27.41,73.174,68.984,7.1,4.29,15.61,2.05,42.174,0.48,100.0,33.404,False,,0.0,64.862,0.0,0.0,0.0,0.0,0.0,9.0,0.48,0.12,18.0,0.0,86.089,84.025,77.1,72.561,44.658,100.0,34.436,31.0,0.0,90.514,85.313,75.024,70.728,47.626,100.0,36.206,1.68,6.718,85.835,84.981,1.94,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,33.0,48.0,57.0,0.0,0.0,0.0,3.36,2.711,83.4,8.32,83.4,83.22,16.6,1.68,11.97,27.41,73.342,69.142,6.83,4.35,15.82,2.01,41.405,0.32,77.775,33.288,False,,0.0,62.816,0.0,0.0,0.0,0.0,0.0,6.0,0.32,0.08,17.0,0.0,86.391,84.202,74.046,69.807,45.127,100.0,34.556,31.0,0.0,89.397,85.573,75.252,70.943,48.118,100.0,35.759,3.36,4.647,84.726,84.77,1.78,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,3.0,5.0,13.0,33.0,50.0,60.0,0.0,0.0,0.0,5.04,4.268,83.47,8.44,83.473,84.42,16.53,1.56,11.97,27.41,73.406,69.203,7.11,4.41,15.49,2.07,42.641,0.33,100.0,33.768,False,,0.0,65.199,0.0,0.0,0.0,0.0,0.0,5.0,0.17,0.082,17.0,0.79,89.091,85.057,76.074,71.682,46.43,100.0,40.366,30.0,0.0,86.367,84.653,74.532,70.261,48.653,29.85,34.547,8.574,5.058,86.818,85.44,2.43,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,5.0,12.0,30.0,51.0,62.0,0.0,0.0,0.0,3.36,3.148,83.55,8.42,83.552,84.162,16.45,1.58,10.75,24.72,81.837,76.807,7.16,4.45,15.38,2.09,43.019,0.17,76.192,33.665,False,,0.0,64.98,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.042,11.0,0.79,90.666,85.26,87.45,81.922,48.996,100.0,41.017,34.0,0.0,88.149,85.394,75.095,70.795,47.333,100.0,35.26,8.291,5.206,87.785,86.114,2.59,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,4.0,6.0,11.0,32.0,53.0,66.0,0.0,0.0,0.0,6.72,4.057,84.03,8.61,84.025,86.089,15.97,1.39,11.47,26.32,77.1,72.561,7.55,4.51,14.94,2.17,44.658,0.33,100.0,34.436,False,,0.0,66.682,0.0,0.0,0.0,0.0,0.0,-4.0,-0.15,0.082,11.0,0.0,90.514,85.313,75.024,70.728,47.626,100.0,36.206,35.0,0.0,87.855,85.316,91.322,85.362,46.469,100.0,35.142,8.025,5.59,88.961,86.606,2.75,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,3.0,7.0,12.0,34.0,55.0,69.0,0.0,0.0,0.0,5.04,4.213,84.2,8.64,84.202,86.391,15.8,1.36,11.97,27.41,74.046,69.807,7.63,4.56,14.82,2.19,45.127,0.33,100.0,34.556,False,,0.0,66.126,0.0,0.0,0.0,0.0,0.0,-2.0,0.01,0.082,11.0,0.0,89.397,85.573,75.252,70.943,48.118,100.0,35.759,35.0,2.05,89.116,86.099,88.678,83.08,46.261,100.0,47.935,5.35,6.319,89.769,86.283,2.75,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,6.0,9.0,15.0,36.0,61.0,75.0,0.79,0.0,0.0,8.756,4.255,85.06,8.91,85.057,89.091,14.94,1.09,11.82,27.08,76.074,71.682,7.88,4.65,14.46,2.26,46.43,0.81,100.0,40.366,False,,1.4,67.946,0.79,0.79,0.79,0.049,0.79,2.0,0.48,0.4,15.0,0.0,86.367,84.653,74.532,70.261,48.653,29.85,34.547,30.0,2.28,90.442,86.377,76.861,72.46,46.63,100.0,49.863,6.72,5.982,89.97,86.447,2.91,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,11.0,18.0,41.0,63.0,80.0,0.79,0.07,0.0709,8.394,6.955,85.26,9.07,85.26,90.666,14.74,0.93,10.31,23.75,87.45,81.922,8.48,4.75,13.77,2.38,48.996,1.13,100.0,41.017,False,,1.5,71.13,0.0,0.79,0.79,0.099,0.79,6.0,0.96,0.48,20.0,0.0,88.149,85.394,75.095,70.795,47.333,100.0,35.26,27.0,2.59,91.498,86.947,77.485,73.048,46.69,100.0,52.129,3.36,5.854,89.059,85.915,2.75,MODERATE
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,3.0,8.0,17.0,43.0,66.0,83.0,0.0,0.07,0.0713,6.37,6.217,85.31,9.05,85.313,90.514,14.69,0.95,11.97,27.41,75.024,70.728,8.06,4.79,14.14,2.31,47.626,1.13,100.0,36.206,False,,0.0,67.648,-0.79,-0.79,0.0,0.099,0.79,6.0,0.8,0.282,20.0,0.0,87.855,85.316,91.322,85.362,46.469,100.0,35.142,24.0,1.03,91.721,87.459,83.663,78.618,47.171,100.0,42.877,3.36,6.112,87.638,85.369,2.59,NORMAL
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,3.0,6.0,17.0,43.0,68.0,86.0,0.0,0.0,0.0,5.04,4.449,85.57,8.94,85.573,89.397,14.43,1.06,11.97,27.41,75.252,70.943,8.17,4.82,14.01,2.34,48.118,1.13,100.0,35.759,False,,0.0,67.579,0.0,-0.79,0.0,0.099,0.79,5.0,0.8,0.282,20.0,2.05,89.116,86.099,88.678,83.08,46.261,100.0,47.935,22.0,0.0,90.843,87.203,76.685,72.294,48.745,95.508,36.337,3.36,4.512,86.557,85.189,2.43,NORMAL
