step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
10,2026-06-01 02:30:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,2.0,3.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,3.36,1.193,80.32,6.51,80.315,65.123,19.68,3.49,6.27,17.99,100.0,100.0,6.3,3.73,5.97,1.81,62.676,2.81,100.0,26.049,False,,0.0,69.335,0.0,0.0,0.0,0.196,2.16,-3.0,-1.28,0.702,6.0,0.0,65.436,80.126,100.0,100.0,57.891,38.658,26.175,16.0,0.0,67.445,79.507,100.0,100.0,56.589,29.092,26.978,6.72,3.7,83.768,83.935,0.17,NORMAL
11,2026-06-01 02:45:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,1.0,3.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,1.68,2.907,80.0,6.52,79.998,65.23,20.0,3.48,6.27,17.99,100.0,100.0,5.96,3.7,6.34,1.74,60.36,2.49,73.833,26.092,False,,0.0,66.723,0.0,0.0,0.0,0.18,2.16,0.0,-1.12,0.622,6.0,0.0,64.926,79.739,100.0,100.0,58.234,61.067,25.97,17.0,0.0,67.081,79.452,100.0,100.0,54.832,24.3,26.832,0.0,5.015,81.626,82.895,0.0,NORMAL
12,2026-06-01 03:00:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,1.0,4.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.653,79.93,6.43,79.929,64.282,20.07,3.57,6.03,17.47,100.0,100.0,5.82,3.67,6.52,1.71,59.271,2.01,43.442,25.713,False,,0.0,63.685,0.0,0.0,0.0,0.166,2.16,0.0,-1.28,0.502,5.0,0.0,66.784,79.93,100.0,100.0,57.344,100.0,26.714,20.0,0.0,68.877,79.987,100.0,100.0,55.7,100.0,27.551,3.36,3.294,81.669,82.907,0.0,NORMAL
13,2026-06-01 03:15:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,3.0,3.0,6.0,15.0,17.0,17.0,0.0,0.0,0.0,5.04,1.818,80.6,6.57,80.595,65.675,19.4,3.43,6.13,17.68,100.0,100.0,5.67,3.66,6.67,1.68,58.301,2.01,100.0,26.27,False,,0.0,69.113,0.0,0.0,0.0,0.154,2.16,2.0,-0.96,0.502,5.0,0.0,68.146,80.041,100.0,100.0,58.086,85.083,27.259,21.0,0.0,72.886,81.444,100.0,100.0,57.979,100.0,29.154,8.4,3.513,84.996,83.796,0.32,NORMAL
14,2026-06-01 03:30:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,3.0,4.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0,1.972,80.13,6.54,80.126,65.436,19.87,3.46,6.27,17.99,100.0,100.0,5.62,3.64,6.74,1.67,57.891,1.53,38.658,26.175,False,,0.0,63.404,0.0,0.0,0.0,0.144,2.16,0.0,-1.28,0.382,9.0,0.0,67.445,79.507,100.0,100.0,56.589,29.092,26.978,18.0,0.0,73.548,81.633,100.0,100.0,57.122,78.725,29.419,8.4,6.232,87.248,84.113,0.64,NORMAL
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,4.0,14.0,18.0,18.0,0.0,0.0,0.0,1.68,3.433,79.74,6.49,79.739,64.926,20.26,3.51,6.27,17.99,100.0,100.0,5.69,3.63,6.68,1.68,58.234,1.21,61.067,25.97,False,,0.0,65.265,0.0,0.0,0.0,0.135,2.16,-1.0,-1.28,0.302,11.0,0.0,67.081,79.452,100.0,100.0,54.832,24.3,26.832,21.0,0.0,73.662,80.953,100.0,100.0,61.284,49.933,29.465,3.36,3.936,85.665,84.127,0.48,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,3.0,4.0,7.0,15.0,21.0,21.0,0.0,0.0,0.0,5.04,3.535,79.93,6.68,79.93,66.784,20.07,3.32,6.27,17.99,100.0,100.0,5.54,3.64,6.83,1.65,57.344,1.21,100.0,26.714,False,,0.0,69.102,0.0,0.0,0.0,0.0,0.0,3.0,-0.8,0.302,12.0,0.0,68.877,79.987,100.0,100.0,55.7,100.0,27.551,22.0,0.0,76.223,81.416,71.597,67.497,65.922,100.0,30.489,6.72,3.77,86.061,84.825,0.64,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,2.0,5.0,6.0,16.0,23.0,23.0,0.0,0.0,0.0,3.36,2.371,80.04,6.81,80.041,68.146,19.96,3.19,6.27,17.99,100.0,100.0,5.63,3.66,6.71,1.67,58.086,1.05,85.083,27.259,False,,0.0,68.123,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,0.262,13.0,0.0,72.886,81.444,100.0,100.0,57.979,100.0,29.154,20.0,0.0,75.861,80.506,75.862,71.317,68.207,23.333,30.344,0.0,4.46,83.582,83.958,0.16,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,2.0,6.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,2.416,79.51,6.74,79.507,67.445,20.49,3.26,6.27,17.99,100.0,100.0,5.38,3.67,6.95,1.63,56.589,0.58,29.092,26.978,False,,0.0,62.692,0.0,0.0,0.0,0.0,0.0,2.0,-0.95,0.145,7.0,0.0,73.548,81.633,100.0,100.0,57.122,78.725,29.419,22.0,0.0,75.049,80.572,70.854,66.797,65.943,48.933,30.02,6.72,4.163,84.747,84.481,0.33,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,0.0,5.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0.365,79.45,6.71,79.452,67.081,20.55,3.29,6.27,17.99,100.0,100.0,5.1,3.67,7.23,1.58,54.832,0.1,24.3,26.832,False,,0.0,62.018,0.0,0.0,0.0,0.0,0.0,1.0,-1.11,0.025,6.0,0.0,73.662,80.953,100.0,100.0,61.284,49.933,29.465,25.0,0.0,77.191,81.108,80.699,75.686,69.675,100.0,30.876,6.72,4.948,85.728,84.826,0.49,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,3.0,5.0,16.0,26.0,26.0,0.0,0.0,0.0,5.04,2.183,79.99,6.89,79.987,68.877,20.01,3.11,6.1,17.63,100.0,100.0,5.22,3.7,7.09,1.6,55.7,0.1,100.0,27.551,False,,0.0,69.386,0.0,0.0,0.0,0.0,0.0,-2.0,-1.11,0.025,8.0,0.0,76.223,81.416,71.597,67.497,65.922,100.0,30.489,22.0,0.0,79.294,82.019,79.754,74.876,70.488,100.0,31.718,8.536,4.402,87.432,85.689,1.13,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,6.0,9.0,9.0,21.0,32.0,32.0,0.0,0.0,0.0,10.08,2.649,81.44,7.29,81.444,72.886,18.56,2.71,5.74,16.83,100.0,100.0,5.52,3.76,6.72,1.67,57.979,0.58,100.0,29.154,False,,0.0,70.713,0.0,0.0,0.0,0.0,0.0,3.0,-0.47,0.145,8.0,0.0,75.861,80.506,75.862,71.317,68.207,23.333,30.344,20.0,0.0,80.114,82.412,80.299,75.38,68.001,100.0,32.046,8.189,4.104,88.077,86.646,1.29,MODERATE
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,8.0,11.0,21.0,34.0,34.0,0.0,0.0,0.0,3.36,2.338,81.63,7.35,81.633,73.548,18.37,2.65,6.27,17.99,100.0,100.0,5.32,3.82,6.86,1.65,57.122,0.42,78.725,29.419,False,,0.0,68.895,0.0,0.0,0.0,0.0,0.0,5.0,-0.16,0.105,11.0,0.0,75.049,80.572,70.854,66.797,65.943,48.933,30.02,22.0,0.0,82.998,83.246,73.205,69.014,70.435,100.0,33.199,1.755,6.976,86.719,85.476,0.81,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,3.0,12.0,21.0,35.0,35.0,0.0,0.0,0.0,1.68,4.356,80.95,7.37,80.953,73.662,19.05,2.63,6.27,17.99,100.0,100.0,5.94,3.86,6.19,1.76,61.284,0.1,49.933,29.465,False,,0.0,66.552,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.025,15.0,0.0,77.191,81.108,80.699,75.686,69.675,100.0,30.876,22.0,0.0,82.793,83.423,73.362,69.161,69.21,77.775,33.117,8.279,4.463,88.199,86.282,1.61,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,13.0,25.0,38.0,39.0,0.0,0.0,0.0,6.72,3.841,81.42,7.62,81.416,76.223,18.58,2.38,11.97,27.41,71.597,67.497,6.62,3.93,5.45,1.9,65.922,0.26,100.0,30.489,False,,0.0,64.78,0.0,0.0,0.0,0.0,0.0,8.0,0.16,0.065,14.0,0.0,79.294,82.019,79.754,74.876,70.488,100.0,31.718,22.0,0.0,82.497,83.694,75.11,70.752,68.017,76.183,32.999,7.956,4.764,88.713,87.029,1.45,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,4.0,7.0,22.0,37.0,39.0,0.0,0.0,0.0,0.0,3.785,80.51,7.59,80.506,75.861,19.49,2.41,11.17,25.66,75.862,71.317,6.94,3.98,5.09,1.96,68.207,0.0,23.333,30.344,False,,0.0,58.784,0.0,0.0,0.0,0.0,0.0,-2.0,-0.58,0.0,12.0,0.0,80.114,82.412,80.299,75.38,68.001,100.0,32.046,24.0,0.0,82.975,83.259,73.275,69.077,69.064,74.592,33.19,7.285,5.274,89.652,87.438,1.61,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,1.0,6.0,23.0,38.0,40.0,0.0,0.0,0.0,1.68,1.741,80.57,7.5,80.572,75.049,19.43,2.5,11.97,27.41,70.854,66.797,6.54,4.01,5.45,1.9,65.943,0.0,48.933,30.02,False,,0.0,59.593,0.0,0.0,0.0,0.0,0.0,-5.0,-0.42,0.0,11.0,0.0,82.998,83.246,73.205,69.014,70.435,100.0,33.199,22.0,0.0,83.768,83.935,76.85,72.332,71.014,100.0,33.507,3.36,6.831,88.652,86.67,1.45,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,3.0,4.0,8.0,25.0,39.0,43.0,0.0,0.0,0.0,5.04,2.04,81.11,7.72,81.108,77.191,18.89,2.28,10.58,24.36,80.699,75.686,7.09,4.06,4.85,2.01,69.675,0.0,100.0,30.876,False,,0.0,67.319,0.0,0.0,0.0,0.0,0.0,-4.0,-0.1,0.0,10.0,0.0,82.793,83.423,73.362,69.161,69.21,77.775,33.117,22.0,0.0,81.626,82.895,72.897,68.723,69.405,23.333,32.65,5.04,5.016,88.344,86.707,1.45,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,8.0,26.0,41.0,47.0,0.0,0.0,0.0,6.72,2.235,82.02,7.93,82.019,79.294,17.98,2.07,10.83,24.9,79.754,74.876,7.16,4.12,4.72,2.03,70.488,0.16,100.0,31.718,False,,0.0,67.803,0.0,0.0,0.0,0.0,0.0,-5.0,-0.1,0.04,8.0,0.0,82.497,83.694,75.11,70.752,68.017,76.183,32.999,26.0,0.0,81.669,82.907,72.936,68.759,71.64,74.533,32.667,3.36,3.592,87.874,86.696,1.29,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,7.0,11.0,27.0,43.0,50.0,0.0,0.0,0.0,5.04,3.137,82.41,8.01,82.412,80.114,17.59,1.99,10.8,24.85,80.299,75.38,6.71,4.17,5.12,1.96,68.001,0.16,100.0,32.046,False,,0.0,67.955,0.0,0.0,0.0,0.0,0.0,4.0,0.16,0.04,8.0,0.0,82.975,83.259,73.275,69.077,69.064,74.592,33.19,31.0,0.0,84.996,83.796,74.635,70.326,73.873,100.0,33.998,3.36,6.352,86.617,86.074,1.13,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,5.0,8.0,15.0,32.0,46.0,55.0,0.0,0.0,0.0,8.4,3.914,83.25,8.3,83.246,82.998,16.75,1.7,11.97,27.41,73.205,69.014,7.02,4.25,4.73,2.03,70.435,0.48,100.0,33.199,False,,0.0,67.319,0.0,0.0,0.0,0.0,0.0,9.0,0.48,0.12,11.0,0.0,83.768,83.935,76.85,72.332,71.014,100.0,33.507,30.0,0.0,87.248,84.113,85.915,80.483,78.32,100.0,34.899,1.68,3.875,84.714,85.715,0.81,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,34.0,48.0,57.0,0.0,0.0,0.0,3.36,2.732,83.42,8.28,83.423,82.793,16.58,1.72,11.97,27.41,73.362,69.161,6.76,4.31,4.93,1.99,69.21,0.32,77.775,33.117,False,,0.0,65.243,0.0,0.0,0.0,0.0,0.0,6.0,0.32,0.08,12.0,0.0,81.626,82.895,72.897,68.723,69.405,23.333,32.65,25.0,0.0,85.665,84.127,73.981,69.745,78.406,79.358,34.266,3.36,6.096,83.957,85.107,0.66,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,4.0,12.0,33.0,49.0,59.0,0.0,0.0,0.0,3.36,2.394,83.69,8.25,83.694,82.497,16.31,1.75,11.73,26.88,75.11,70.752,6.53,4.36,5.12,1.96,68.017,0.17,76.183,32.999,False,,0.0,65.394,0.0,0.0,0.0,0.0,0.0,4.0,0.01,0.042,14.0,0.0,81.669,82.907,72.936,68.759,71.64,74.533,32.667,31.0,0.0,86.061,84.825,74.594,70.323,79.116,100.0,34.424,3.36,6.175,83.422,84.456,0.5,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,4.0,11.0,29.0,50.0,61.0,0.0,0.0,0.0,3.36,4.91,83.26,8.3,83.259,82.975,16.74,1.7,11.96,27.39,73.275,69.077,6.65,4.4,4.95,1.99,69.064,0.01,74.592,33.19,False,,0.0,64.923,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.002,16.0,0.0,84.996,83.796,74.635,70.326,73.873,100.0,33.998,29.0,0.0,83.582,83.958,73.92,69.684,80.002,24.975,33.433,3.36,4.346,82.711,84.281,0.34,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,4.0,6.0,10.0,31.0,52.0,65.0,0.0,0.0,0.0,6.72,3.7,83.93,8.38,83.935,83.768,16.07,1.62,11.5,26.37,76.85,72.332,6.92,4.44,4.64,2.05,71.014,0.17,100.0,33.507,False,,0.0,68.512,0.0,0.0,0.0,0.0,0.0,-5.0,-0.31,0.042,11.0,0.0,87.248,84.113,85.915,80.483,78.32,100.0,34.899,33.0,0.0,84.747,84.481,77.488,72.928,78.341,100.0,33.899,8.788,5.841,84.732,84.816,0.82,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,4.0,8.0,30.0,51.0,65.0,0.0,0.0,0.0,0.0,5.015,82.9,8.16,82.895,81.626,17.1,1.84,11.97,27.41,72.897,68.723,6.65,4.45,4.9,2.0,69.405,0.0,23.333,32.65,False,,0.0,59.903,0.0,0.0,0.0,0.0,0.0,-6.0,-0.32,0.0,10.0,0.0,85.665,84.127,73.981,69.745,78.406,79.358,34.266,31.0,0.0,85.728,84.826,90.797,84.872,76.865,100.0,34.291,6.332,4.745,85.875,85.098,0.82,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,2.0,8.0,28.0,53.0,67.0,0.0,0.0,0.0,3.36,3.294,82.91,8.17,82.907,81.669,17.09,1.83,11.97,27.4,72.936,68.759,7.0,4.46,4.54,2.06,71.64,0.0,74.533,32.667,False,,0.0,64.732,0.0,0.0,0.0,0.0,0.0,-4.0,-0.17,0.0,12.0,0.0,86.061,84.825,74.594,70.323,79.116,100.0,34.424,30.0,1.92,87.432,85.689,88.201,82.633,76.534,100.0,46.486,5.04,5.72,86.538,84.862,0.82,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,7.0,11.0,33.0,55.0,72.0,0.0,0.0,0.0,8.4,3.513,83.8,8.5,83.796,84.996,16.2,1.5,11.82,27.08,74.635,70.326,7.32,4.5,4.18,2.13,73.873,0.32,100.0,33.998,False,,0.0,68.478,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,15.0,0.0,83.582,83.958,73.92,69.684,80.002,24.975,33.433,25.0,1.04,88.077,86.646,77.497,73.026,75.67,100.0,41.499,5.04,3.488,86.223,85.281,0.82,NORMAL
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,10.0,12.0,37.0,60.0,77.0,0.0,0.0,0.0,8.4,6.232,84.11,8.72,84.113,87.248,15.89,1.28,10.31,23.75,85.915,80.483,7.97,4.56,3.47,2.26,78.32,0.64,100.0,34.899,False,,0.0,71.971,0.0,0.0,0.0,0.0,0.0,2.0,0.47,0.16,19.0,0.0,84.747,84.481,77.488,72.928,78.341,100.0,33.899,23.0,0.0,86.719,85.476,75.167,70.863,75.737,31.417,34.687,3.36,4.558,85.845,85.02,0.66,MODERATE
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,36.0,61.0,79.0,0.0,0.0,0.0,3.36,3.936,84.13,8.57,84.127,85.665,15.87,1.43,11.97,27.41,73.981,69.745,7.95,4.59,3.46,2.26,78.406,0.48,79.358,34.266,False,,0.0,67.087,0.0,0.0,0.0,0.0,0.0,6.0,0.48,0.12,15.0,0.0,85.728,84.826,90.797,84.872,76.865,100.0,34.291,24.0,3.07,88.199,86.282,95.316,89.029,78.459,100.0,53.711,5.04,5.959,85.693,84.805,0.66,NORMAL
