step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
11,2026-06-01 02:45:00+00:00,2,0,0.5,0.866025,0.0,1.0,False,False,NIGHT,1.0,3.0,5.0,14.0,14.0,14.0,0.0,0.0,0.0,1.68,2.798,79.83,5.63,79.831,70.313,20.17,2.37,6.27,17.99,100.0,100.0,5.39,3.23,18.37,1.55,31.95,2.49,73.833,28.125,False,,0.0,65.146,0.0,0.0,0.0,0.188,2.26,0.0,-1.12,0.622,6.0,0.0,70.148,79.6,100.0,100.0,30.495,61.067,28.059,17.0,0.0,73.051,79.304,100.0,100.0,28.439,24.3,29.221,0.0,5.141,84.495,83.105,0.0,NORMAL
12,2026-06-01 03:00:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,1.0,4.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.651,79.76,5.53,79.759,69.183,20.24,2.47,6.03,17.47,100.0,100.0,5.24,3.2,18.57,1.52,31.233,2.01,43.442,27.673,False,,0.0,62.104,0.0,0.0,0.0,0.174,2.26,0.0,-1.28,0.502,5.0,0.0,72.523,79.787,100.0,100.0,29.948,100.0,29.009,20.0,0.0,75.348,79.835,100.0,100.0,28.955,100.0,30.139,3.36,3.415,84.318,83.105,0.0,NORMAL
13,2026-06-01 03:15:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,3.0,3.0,6.0,15.0,17.0,17.0,0.0,0.0,0.0,5.04,1.816,80.42,5.68,80.421,70.978,19.58,2.32,6.13,17.68,100.0,100.0,5.08,3.18,18.74,1.49,30.604,2.01,100.0,28.391,False,,0.0,67.643,0.0,0.0,0.0,0.161,2.26,2.0,-0.96,0.502,5.0,0.0,74.279,79.894,100.0,100.0,30.375,85.083,29.711,21.0,0.0,80.41,81.288,100.0,100.0,30.311,100.0,32.164,8.4,3.627,88.285,83.981,0.32,NORMAL
14,2026-06-01 03:30:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,0.0,3.0,4.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0,1.872,79.97,5.66,79.973,70.732,20.03,2.34,6.27,17.99,100.0,100.0,5.02,3.17,18.81,1.47,30.321,1.53,38.658,28.293,False,,0.0,61.949,0.0,0.0,0.0,0.151,2.26,0.0,-1.28,0.382,9.0,0.0,73.454,79.362,100.0,100.0,29.481,29.092,29.381,18.0,0.0,80.904,81.526,100.0,100.0,29.784,78.725,32.362,8.4,6.339,90.94,84.284,0.64,NORMAL
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,4.0,14.0,18.0,18.0,0.0,0.0,0.0,1.68,3.36,79.6,5.61,79.6,70.148,20.4,2.39,6.27,17.99,100.0,100.0,5.08,3.15,18.77,1.48,30.495,1.21,61.067,28.059,False,,0.0,63.782,0.0,0.0,0.0,0.141,2.26,-1.0,-1.28,0.302,11.0,0.0,73.051,79.304,100.0,100.0,28.439,24.3,29.221,21.0,0.0,80.635,80.894,100.0,100.0,32.205,49.933,32.254,3.36,4.034,88.828,84.285,0.48,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,3.0,4.0,7.0,15.0,21.0,21.0,0.0,0.0,0.0,5.04,3.533,79.79,5.8,79.787,72.523,20.21,2.2,6.27,17.99,100.0,100.0,4.93,3.16,18.91,1.46,29.948,1.21,100.0,29.009,False,,0.0,67.753,0.0,0.0,0.0,0.0,0.0,3.0,-0.8,0.302,12.0,0.0,75.348,79.835,100.0,100.0,28.955,100.0,30.139,22.0,0.0,83.47,81.395,71.578,67.48,34.891,100.0,33.388,6.72,3.86,89.211,84.969,0.64,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,2.0,5.0,6.0,16.0,23.0,23.0,0.0,0.0,0.0,3.36,2.369,79.89,5.94,79.894,74.279,20.11,2.06,6.27,17.99,100.0,100.0,5.02,3.18,18.8,1.48,30.375,1.05,85.083,29.711,False,,0.0,66.824,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,0.262,13.0,0.0,80.41,81.288,100.0,100.0,30.311,100.0,32.164,20.0,0.0,82.198,80.554,75.906,71.359,36.136,23.333,32.879,0.0,4.543,86.018,84.089,0.16,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,2.0,6.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,2.391,79.36,5.88,79.362,73.454,20.64,2.12,6.27,17.99,100.0,100.0,4.77,3.19,19.04,1.43,29.481,0.58,29.092,29.381,False,,0.0,61.422,0.0,0.0,0.0,0.0,0.0,2.0,-0.95,0.145,7.0,0.0,80.904,81.526,100.0,100.0,29.784,78.725,32.362,22.0,0.0,80.572,80.662,70.933,66.872,34.663,48.933,32.229,8.4,4.4,88.741,84.871,0.49,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,0.0,5.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0.363,79.3,5.84,79.304,73.051,20.7,2.16,6.27,17.99,100.0,100.0,4.48,3.2,19.32,1.38,28.439,0.1,24.3,29.221,False,,0.0,60.804,0.0,0.0,0.0,0.0,0.0,1.0,-1.11,0.025,6.0,0.0,80.635,80.894,100.0,100.0,32.205,49.933,32.254,25.0,0.0,83.25,81.185,80.775,75.758,36.768,100.0,33.3,5.04,5.172,88.788,84.834,0.49,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,3.0,5.0,16.0,26.0,26.0,0.0,0.0,0.0,5.04,2.181,79.83,6.03,79.835,75.348,20.17,1.97,6.1,17.63,100.0,100.0,4.6,3.22,19.18,1.41,28.955,0.1,100.0,30.139,False,,0.0,68.239,0.0,0.0,0.0,0.0,0.0,-2.0,-1.11,0.025,8.0,0.0,83.47,81.395,71.578,67.48,34.891,100.0,33.388,22.0,0.0,85.102,82.147,79.879,74.993,37.108,100.0,34.041,8.444,4.407,90.776,85.684,1.13,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,6.0,9.0,9.0,21.0,32.0,32.0,0.0,0.0,0.0,10.08,2.647,81.29,6.43,81.288,80.41,18.71,1.57,5.74,16.83,100.0,100.0,4.9,3.28,18.82,1.47,30.311,0.58,100.0,32.164,False,,0.0,69.693,0.0,0.0,0.0,0.0,0.0,3.0,-0.47,0.145,8.0,0.0,82.198,80.554,75.906,71.359,36.136,23.333,32.879,20.0,0.0,85.318,82.587,80.469,75.54,35.462,100.0,34.127,8.103,6.131,92.762,86.019,1.45,NORMAL
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,8.0,11.0,21.0,34.0,34.0,0.0,0.0,0.0,3.36,2.249,81.53,6.47,81.526,80.904,18.47,1.53,6.27,17.99,100.0,100.0,4.7,3.34,18.96,1.45,29.784,0.42,78.725,32.362,False,,0.0,67.882,0.0,0.0,0.0,0.0,0.0,5.0,-0.16,0.105,11.0,0.0,80.572,80.662,70.933,66.872,34.663,48.933,32.229,22.0,0.0,88.245,83.449,73.385,69.183,36.716,100.0,35.298,7.953,4.975,94.343,86.637,1.77,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,3.0,12.0,21.0,35.0,35.0,0.0,0.0,0.0,1.68,4.295,80.89,6.45,80.894,80.635,19.11,1.55,6.27,17.99,100.0,100.0,5.31,3.38,18.3,1.57,32.205,0.1,49.933,32.254,False,,0.0,65.316,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.025,15.0,0.0,83.25,81.185,80.775,75.758,36.768,100.0,33.3,22.0,0.0,87.424,83.643,73.555,69.343,35.797,77.775,34.97,7.703,5.34,94.827,87.189,1.77,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,13.0,25.0,38.0,39.0,0.0,0.0,0.0,6.72,3.808,81.4,6.68,81.395,83.47,18.6,1.32,11.97,27.41,71.578,67.48,5.98,3.44,17.58,1.7,34.891,0.26,100.0,33.388,False,,0.0,63.428,0.0,0.0,0.0,0.0,0.0,8.0,0.16,0.065,14.0,0.0,85.102,82.147,79.879,74.993,37.108,100.0,34.041,22.0,0.0,86.581,83.92,75.312,70.943,34.9,76.183,34.632,4.757,6.315,93.699,86.89,1.61,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,4.0,7.0,22.0,37.0,39.0,0.0,0.0,0.0,0.0,3.773,80.55,6.58,80.554,82.198,19.45,1.42,11.17,25.66,75.906,71.359,6.28,3.47,17.24,1.76,36.136,0.0,23.333,32.879,False,,0.0,57.185,0.0,0.0,0.0,0.0,0.0,-2.0,-0.58,0.0,12.0,0.0,85.318,82.587,80.469,75.54,35.462,100.0,34.127,24.0,0.0,86.785,83.484,73.473,69.264,35.339,74.592,34.714,5.04,7.113,92.591,86.46,1.61,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,1.0,6.0,23.0,37.0,40.0,0.0,0.0,0.0,1.68,1.768,80.66,6.45,80.662,80.572,19.34,1.55,11.97,27.41,70.933,66.872,5.87,3.49,17.64,1.68,34.663,0.0,48.933,32.229,False,,0.0,57.92,0.0,0.0,0.0,0.0,0.0,-5.0,-0.42,0.0,11.0,0.0,88.245,83.449,73.385,69.183,36.716,100.0,35.298,22.0,0.0,87.447,84.154,77.05,72.521,36.324,100.0,34.979,3.36,6.086,91.073,85.9,1.45,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,3.0,4.0,8.0,25.0,39.0,43.0,0.0,0.0,0.0,5.04,2.091,81.18,6.66,81.185,83.25,18.82,1.34,10.58,24.36,80.775,75.758,6.4,3.52,17.07,1.79,36.768,0.0,100.0,33.3,False,,0.0,65.604,0.0,0.0,0.0,0.0,0.0,-4.0,-0.1,0.0,10.0,0.0,87.424,83.643,73.555,69.343,35.797,77.775,34.97,23.0,0.0,84.495,83.105,73.082,68.897,35.212,23.333,33.798,6.72,5.731,91.494,86.114,1.61,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,7.0,8.0,26.0,41.0,47.0,0.0,0.0,0.0,6.72,2.279,82.15,6.81,82.147,85.102,17.85,1.19,10.83,24.9,79.879,74.993,6.45,3.57,16.98,1.8,37.108,0.16,100.0,34.041,False,,0.0,66.017,0.0,0.0,0.0,0.0,0.0,-5.0,-0.1,0.04,8.0,0.0,86.581,83.92,75.312,70.943,34.9,76.183,34.632,26.0,0.0,84.318,83.105,73.111,68.924,36.392,74.533,33.727,7.935,6.05,92.258,86.524,1.93,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,3.0,7.0,11.0,27.0,43.0,50.0,0.0,0.0,0.0,5.04,3.211,82.59,6.83,82.587,85.318,17.41,1.17,10.8,24.85,80.469,75.54,5.97,3.6,17.43,1.72,35.462,0.16,100.0,34.127,False,,0.0,66.145,0.0,0.0,0.0,0.0,0.0,4.0,0.16,0.04,8.0,0.0,86.785,83.484,73.473,69.264,35.339,74.592,34.714,31.0,0.0,88.285,83.981,74.8,70.481,37.584,100.0,35.314,3.825,4.133,90.538,86.584,1.77,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,5.0,8.0,15.0,32.0,46.0,55.0,0.0,0.0,0.0,8.4,4.014,83.45,7.06,83.449,88.245,16.55,0.94,11.97,27.41,73.385,69.183,6.25,3.66,17.09,1.78,36.716,0.48,100.0,35.298,False,,0.0,65.42,0.0,0.0,0.0,0.0,0.0,9.0,0.48,0.12,11.0,0.0,87.447,84.154,77.05,72.521,36.324,100.0,34.979,31.0,0.0,90.94,84.284,86.09,80.648,40.102,100.0,36.376,5.04,6.322,90.352,86.279,1.78,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,34.0,48.0,57.0,0.0,0.0,0.0,3.36,2.848,83.64,6.99,83.643,87.424,16.36,1.01,11.97,27.41,73.555,69.343,5.97,3.7,17.33,1.74,35.797,0.32,77.775,34.97,False,,0.0,63.256,0.0,0.0,0.0,0.0,0.0,6.0,0.32,0.08,12.0,0.0,84.495,83.105,73.082,68.897,35.212,23.333,33.798,31.0,0.0,88.828,84.285,74.119,69.875,40.048,79.358,35.531,1.68,6.847,88.077,85.169,1.46,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,4.0,12.0,33.0,49.0,59.0,0.0,0.0,0.0,3.36,2.52,83.92,6.93,83.92,86.581,16.08,1.07,11.73,26.88,75.312,70.943,5.7,3.72,17.58,1.7,34.9,0.17,76.183,34.632,False,,0.0,63.327,0.0,0.0,0.0,0.0,0.0,4.0,0.01,0.042,14.0,0.0,84.318,83.105,73.111,68.924,36.392,74.533,33.727,32.0,0.0,89.211,84.969,74.721,70.443,40.375,100.0,35.684,3.36,4.754,86.738,84.927,1.3,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,2.0,4.0,11.0,29.0,50.0,61.0,0.0,0.0,0.0,3.36,5.039,83.48,6.94,83.484,86.785,16.52,1.06,11.96,27.39,73.473,69.264,5.8,3.74,17.46,1.72,35.339,0.01,74.592,34.714,False,,0.0,62.746,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.002,16.0,0.0,88.285,83.981,74.8,70.481,37.584,100.0,35.314,30.0,0.0,86.018,84.089,74.035,69.792,40.818,24.975,34.407,8.437,6.211,88.701,85.327,1.78,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,4.0,6.0,10.0,31.0,52.0,65.0,0.0,0.0,0.0,6.72,3.829,84.15,7.0,84.154,87.447,15.85,1.0,11.5,26.37,77.05,72.521,6.05,3.76,17.19,1.77,36.324,0.17,100.0,34.979,False,,0.0,66.221,0.0,0.0,0.0,0.0,0.0,-5.0,-0.31,0.042,11.0,0.0,90.94,84.284,86.09,80.648,40.102,100.0,36.376,33.0,0.0,88.741,84.871,74.635,70.361,39.457,100.0,35.496,6.683,5.038,90.033,85.632,1.78,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,4.0,8.0,30.0,51.0,65.0,0.0,0.0,0.0,0.0,5.141,83.1,6.76,83.105,84.495,16.9,1.24,11.97,27.41,73.082,68.897,5.75,3.75,17.49,1.71,35.212,0.0,23.333,33.798,False,,0.0,57.489,0.0,0.0,0.0,0.0,0.0,-6.0,-0.32,0.0,11.0,0.0,88.828,84.285,74.119,69.875,40.048,79.358,35.531,30.0,0.0,88.788,84.834,90.806,84.881,38.589,100.0,35.515,5.04,6.026,90.595,85.34,1.78,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,2.0,8.0,28.0,53.0,67.0,0.0,0.0,0.0,3.36,3.415,83.11,6.75,83.105,84.318,16.89,1.25,11.97,27.4,73.111,68.924,6.08,3.74,17.17,1.77,36.392,0.0,74.533,33.727,False,,0.0,62.174,0.0,0.0,0.0,0.0,0.0,-4.0,-0.17,0.0,12.0,0.0,89.211,84.969,74.721,70.443,40.375,100.0,35.684,31.0,1.97,90.776,85.684,88.221,82.653,38.397,100.0,48.154,5.04,3.762,89.978,85.709,1.78,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,7.0,11.0,33.0,55.0,72.0,0.0,0.0,0.0,8.4,3.627,83.98,7.06,83.981,88.285,16.02,0.94,11.82,27.08,74.8,70.481,6.38,3.77,16.85,1.83,37.584,0.32,100.0,35.314,False,,0.0,65.949,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,15.0,0.0,86.018,84.089,74.035,69.792,40.818,24.975,34.407,29.0,2.15,92.762,86.019,76.495,72.115,38.792,100.0,50.009,3.36,4.803,89.32,85.401,1.62,NORMAL
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,5.0,10.0,12.0,37.0,60.0,77.0,0.0,0.0,0.0,8.4,6.339,84.28,7.28,84.284,90.94,15.72,0.72,10.31,23.75,86.09,80.648,7.01,3.82,16.17,1.95,40.102,0.64,100.0,36.376,False,,0.0,69.348,0.0,0.0,0.0,0.0,0.0,2.0,0.47,0.16,20.0,0.0,88.741,84.871,74.635,70.361,39.457,100.0,35.496,26.0,2.42,94.343,86.637,77.144,72.727,38.886,100.0,52.238,5.04,6.177,88.974,85.144,1.62,NORMAL
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,7.0,14.0,36.0,61.0,79.0,0.0,0.0,0.0,3.36,4.034,84.28,7.11,84.285,88.828,15.72,0.89,11.97,27.41,74.119,69.875,6.98,3.84,16.19,1.95,40.048,0.48,79.358,35.531,False,,0.0,64.334,0.0,0.0,0.0,0.0,0.0,6.0,0.48,0.12,20.0,0.0,88.788,84.834,90.806,84.881,38.589,100.0,35.515,24.0,0.83,94.827,87.189,83.32,78.296,39.405,100.0,42.921,6.72,3.899,89.607,85.799,1.78,NORMAL
