step,timestamp,hour_of_day,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,shift_block,arrivals_15m,arrivals_30m,arrivals_1h,arrivals_3h,arrivals_6h,arrivals_24h,current_queue,critical_queue,priority_mix_critical,admissions_rate_1h,discharge_rate_1h,occupied_beds,occupied_icu,bed_occupancy,icu_occupancy,available_beds,available_icu,available_doctors,available_nurses,doctor_utilisation,nurse_utilisation,ventilators_in_use,monitors_in_use,available_equipment,reserved_equipment,equipment_utilisation,ot_backlog,ot_utilisation,emergency_resource_pressure,surge_active,surge_kind,waiting_minutes_mean,pressure_index,queue_change_15m,queue_change_30m,queue_change_1h,rolling_queue_mean,rolling_queue_max,arrival_rate_trend,ot_backlog_change_1h,queue_backlog_pressure,target_arrivals_1h,target_queue_1h,target_icu_occupancy_1h,target_bed_occupancy_1h,target_doctor_utilisation_1h,target_nurse_utilisation_1h,target_equipment_utilisation_1h,target_ot_utilisation_1h,target_emergency_resource_pressure_1h,target_arrivals_2h,target_queue_2h,target_icu_occupancy_2h,target_bed_occupancy_2h,target_doctor_utilisation_2h,target_nurse_utilisation_2h,target_equipment_utilisation_2h,target_ot_utilisation_2h,target_emergency_resource_pressure_2h,target_admissions_6h,target_discharges_6h,target_icu_occupancy_6h,target_bed_occupancy_6h,target_ot_backlog_6h,pressure_label
15,2026-06-01 03:45:00+00:00,3,0,0.707107,0.707107,0.0,1.0,False,False,NIGHT,1.0,1.0,1.0,8.0,14.0,14.0,0.0,0.0,0.0,1.68,1.76,77.85,6.54,77.852,65.423,22.15,3.46,6.27,17.99,100.0,98.331,6.28,3.69,17.03,1.79,36.925,0.57,54.667,26.169,False,,0.0,62.255,0.0,0.0,0.0,0.198,3.16,-4.0,-1.76,0.142,6.0,0.0,62.549,76.652,100.0,96.815,37.911,23.333,25.019,15.0,0.0,64.235,77.534,100.0,100.0,34.375,48.933,25.694,3.36,2.94,74.783,79.218,0.0,NORMAL
16,2026-06-01 04:00:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,1.0,1.0,6.0,14.0,14.0,0.0,0.0,0.0,0.0,2.059,77.35,6.53,77.353,65.27,22.65,3.47,6.25,17.95,100.0,97.933,6.54,3.67,16.79,1.84,37.819,0.09,24.275,26.108,False,,0.0,59.412,0.0,0.0,0.0,0.0,0.0,-2.0,-1.76,0.022,7.0,0.0,62.444,76.533,100.0,96.665,37.666,48.933,24.978,16.0,0.0,64.077,77.578,69.3,65.291,33.616,48.933,25.631,1.68,2.829,74.473,78.962,0.0,NORMAL
17,2026-06-01 04:15:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,1.0,1.0,2.0,7.0,15.0,15.0,0.0,0.0,0.0,1.68,2.951,77.07,6.5,77.065,64.971,22.93,3.5,6.04,17.48,100.0,100.0,6.89,3.65,16.46,1.9,39.046,0.0,48.933,25.989,False,,0.0,61.867,0.0,0.0,0.0,0.0,0.0,-1.0,-1.37,0.0,7.0,0.0,63.504,76.723,100.0,100.0,35.822,74.533,25.402,15.0,0.0,65.484,78.989,69.638,65.644,34.698,100.0,26.193,5.04,2.703,75.824,79.411,0.0,NORMAL
18,2026-06-01 04:30:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,1.0,2.0,7.0,15.0,15.0,0.0,0.0,0.0,0.0,1.414,76.85,6.36,76.852,63.57,23.15,3.64,6.27,17.99,100.0,97.067,6.93,3.62,16.45,1.9,39.085,0.0,23.333,25.428,False,,0.0,58.887,0.0,0.0,0.0,0.0,0.0,2.0,-0.89,0.0,9.0,0.0,64.639,77.273,100.0,97.599,36.595,100.0,25.855,14.0,0.0,65.554,78.813,69.307,65.339,34.793,48.933,26.222,0.0,2.338,75.218,78.887,0.0,NORMAL
19,2026-06-01 04:45:00+00:00,4,0,0.866025,0.5,0.0,1.0,False,False,NIGHT,0.0,0.0,1.0,7.0,15.0,15.0,0.0,0.0,0.0,0.0,1.208,76.65,6.25,76.652,62.549,23.35,3.75,6.27,17.99,100.0,96.815,6.65,3.58,16.76,1.84,37.911,0.0,23.333,25.019,False,,0.0,58.503,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,7.0,0.0,64.235,77.534,100.0,100.0,34.375,48.933,25.694,13.0,0.0,64.963,78.349,80.214,75.135,33.448,23.333,25.985,1.68,1.913,75.193,78.831,0.0,NORMAL
20,2026-06-01 05:00:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,1.0,2.0,6.0,16.0,16.0,0.0,0.0,0.0,1.68,2.198,76.53,6.24,76.533,62.444,23.47,3.76,6.27,17.99,100.0,96.665,6.62,3.55,16.83,1.83,37.666,0.0,48.933,24.978,False,,0.0,60.72,0.0,0.0,0.0,0.0,0.0,1.0,-0.09,0.0,6.0,0.0,64.077,77.578,69.3,65.291,33.616,48.933,25.631,14.0,0.0,67.439,79.205,83.976,78.532,35.594,100.0,26.976,5.04,1.724,76.417,79.538,0.0,NORMAL
21,2026-06-01 05:15:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,2.0,3.0,3.0,8.0,18.0,18.0,0.0,0.0,0.0,3.36,2.173,76.72,6.35,76.723,63.504,23.28,3.65,5.66,16.64,100.0,100.0,6.13,3.54,17.33,1.74,35.822,0.0,74.533,25.402,False,,0.0,63.512,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,65.484,78.989,69.638,65.644,34.698,100.0,26.193,10.0,0.0,68.479,79.447,69.865,65.865,36.178,74.55,27.392,1.68,1.615,76.898,79.506,0.0,NORMAL
22,2026-06-01 05:30:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,3.0,5.0,6.0,8.0,21.0,21.0,0.0,0.0,0.0,5.04,2.389,77.27,6.46,77.273,64.639,22.73,3.54,6.27,17.99,100.0,97.599,6.34,3.54,17.12,1.78,36.595,0.0,100.0,25.855,False,,0.0,65.933,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,65.554,78.813,69.307,65.339,34.793,48.933,26.222,10.0,0.0,68.719,79.472,74.715,70.246,35.379,74.533,27.487,5.04,0.812,78.485,80.404,0.0,NORMAL
23,2026-06-01 05:45:00+00:00,5,0,0.965926,0.258819,0.0,1.0,False,False,NIGHT,1.0,4.0,7.0,9.0,22.0,22.0,0.0,0.0,0.0,1.68,0.796,77.53,6.42,77.534,64.235,22.47,3.58,6.01,17.43,100.0,100.0,5.74,3.54,17.72,1.67,34.375,0.0,48.933,25.694,False,,0.0,61.402,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,64.963,78.349,80.214,75.135,33.448,23.333,25.985,12.0,0.0,70.147,79.52,89.857,83.771,34.303,74.533,28.059,6.72,3.276,80.397,81.074,0.16,NORMAL
24,2026-06-01 06:00:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,2.0,7.0,10.0,21.0,23.0,0.0,0.0,0.0,1.68,1.566,77.58,6.41,77.578,64.077,22.42,3.59,11.78,27.0,69.3,65.291,5.54,3.54,17.92,1.63,33.616,0.0,48.933,25.631,False,,0.0,53.463,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,67.439,79.205,83.976,78.532,35.594,100.0,26.976,12.0,0.0,70.147,78.888,69.373,65.401,35.001,23.333,28.059,0.0,1.309,79.31,80.856,0.0,NORMAL
25,2026-06-01 06:15:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,4.0,5.0,9.0,14.0,22.0,27.0,0.0,0.0,0.0,6.72,0.515,78.99,6.55,78.989,65.484,21.01,3.45,11.94,27.35,69.638,65.644,5.82,3.55,17.63,1.69,34.698,0.16,100.0,26.193,False,,0.0,58.831,0.0,0.0,0.0,0.0,0.0,6.0,0.16,0.04,6.0,0.0,68.479,79.447,69.865,65.865,36.178,74.55,27.392,13.0,0.0,71.352,79.523,71.875,67.686,35.777,100.0,28.541,5.04,1.842,80.966,81.49,0.0,NORMAL
26,2026-06-01 06:30:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,1.0,5.0,7.0,15.0,22.0,28.0,0.0,0.0,0.0,1.68,2.356,78.81,6.56,78.813,65.554,21.19,3.44,11.97,27.41,69.307,65.339,5.83,3.56,17.61,1.69,34.793,0.0,48.933,26.222,False,,0.0,54.143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,68.719,79.472,74.715,70.246,35.379,74.533,27.487,13.0,0.0,70.934,78.96,80.319,75.256,36.807,23.333,28.374,3.36,2.754,81.356,81.602,0.0,NORMAL
27,2026-06-01 06:45:00+00:00,6,0,1.0,0.0,0.0,1.0,False,False,MORNING,0.0,1.0,6.0,14.0,22.0,28.0,0.0,0.0,0.0,0.0,2.093,78.35,6.5,78.349,64.963,21.65,3.5,10.28,23.7,80.214,75.135,5.47,3.56,17.97,1.63,33.448,0.0,23.333,25.985,False,,0.0,53.982,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,0.0,70.147,79.52,89.857,83.771,34.303,74.533,28.059,13.0,0.0,71.532,78.726,69.231,65.267,35.917,48.933,28.613,3.36,1.873,81.156,81.994,0.0,NORMAL
28,2026-06-01 07:00:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,4.0,4.0,9.0,18.0,24.0,32.0,0.0,0.0,0.0,6.72,2.304,79.21,6.74,79.205,67.439,20.79,3.26,9.93,22.92,83.976,78.532,6.02,3.59,17.39,1.73,35.594,0.16,100.0,26.976,False,,0.0,62.617,0.0,0.0,0.0,0.0,0.0,2.0,0.16,0.04,4.0,0.0,70.147,78.888,69.373,65.401,35.001,23.333,28.059,13.0,0.0,70.807,78.186,75.904,71.266,38.186,23.333,28.323,3.36,3.703,81.039,81.92,0.0,NORMAL
29,2026-06-01 07:15:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,6.0,7.0,19.0,26.0,34.0,0.0,0.0,0.0,3.36,1.976,79.45,6.85,79.447,68.479,20.55,3.15,11.97,27.41,69.865,65.865,6.14,3.63,17.23,1.76,36.178,0.0,74.55,27.392,False,,0.0,57.427,0.0,0.0,0.0,0.0,0.0,-2.0,-0.16,0.0,4.0,0.0,71.352,79.523,71.875,67.686,35.777,100.0,28.541,16.0,0.0,72.137,78.324,68.878,64.934,38.321,74.533,28.855,5.04,1.987,82.863,82.501,0.0,NORMAL
30,2026-06-01 07:30:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,4.0,8.0,21.0,28.0,36.0,0.0,0.0,0.0,3.36,3.165,79.47,6.87,79.472,68.719,20.53,3.13,11.2,25.71,74.715,70.246,5.89,3.66,17.45,1.72,35.379,0.0,74.533,27.487,False,,0.0,58.515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,70.934,78.96,80.319,75.256,36.807,23.333,28.374,15.0,0.0,73.957,79.196,75.078,70.562,38.605,100.0,29.583,5.04,2.456,84.253,83.008,0.0,NORMAL
31,2026-06-01 07:45:00+00:00,7,0,0.965926,-0.258819,0.0,1.0,False,False,MORNING,2.0,4.0,10.0,23.0,30.0,38.0,0.0,0.0,0.0,3.36,2.595,79.52,7.01,79.52,70.147,20.48,2.99,9.32,21.57,89.857,83.771,5.56,3.7,17.74,1.67,34.303,0.0,74.533,28.059,False,,0.0,62.154,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,71.532,78.726,69.231,65.267,35.917,48.933,28.613,14.0,0.0,74.783,79.218,69.664,65.675,39.76,74.55,29.913,6.72,2.013,85.883,84.022,0.16,NORMAL
32,2026-06-01 08:00:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,2.0,6.0,22.0,28.0,38.0,0.0,0.0,0.0,0.0,2.529,78.89,7.01,78.888,70.147,21.11,2.99,11.97,27.41,69.373,65.401,5.72,3.73,17.55,1.7,35.001,0.0,23.333,28.059,False,,0.0,52.808,0.0,0.0,0.0,0.0,0.0,-3.0,-0.16,0.0,8.0,0.0,70.807,78.186,75.904,71.266,38.186,23.333,28.323,16.0,0.0,74.473,78.962,79.043,74.114,37.493,48.933,29.789,6.72,3.383,86.119,84.832,0.32,NORMAL
33,2026-06-01 08:15:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,3.0,3.0,7.0,23.0,31.0,41.0,0.0,0.0,0.0,5.04,2.018,79.52,7.14,79.523,71.352,20.48,2.86,11.65,26.7,71.875,67.686,5.89,3.77,17.34,1.74,35.777,0.0,100.0,28.541,False,,0.0,60.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,72.137,78.324,68.878,64.934,38.321,74.533,28.855,15.0,0.0,75.824,79.411,69.833,65.835,37.741,100.0,30.33,8.4,4.369,87.22,85.73,0.64,NORMAL
34,2026-06-01 08:30:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,0.0,3.0,5.0,20.0,28.0,41.0,0.0,0.0,0.0,0.0,2.42,78.96,7.09,78.96,70.934,21.04,2.91,10.35,23.85,80.319,75.256,6.14,3.8,17.06,1.79,36.807,0.0,23.333,28.374,False,,0.0,55.64,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,10.0,0.0,73.957,79.196,75.078,70.562,38.605,100.0,29.583,15.0,0.0,75.218,78.887,80.544,75.454,37.679,23.333,30.087,1.68,5.137,85.987,84.989,0.33,NORMAL
35,2026-06-01 08:45:00+00:00,8,0,0.866025,-0.5,0.0,1.0,False,False,MORNING,1.0,1.0,4.0,20.0,29.0,42.0,0.0,0.0,0.0,1.68,2.375,78.73,7.15,78.726,71.532,21.27,2.85,11.97,27.41,69.231,65.267,5.87,3.82,17.3,1.75,35.917,0.0,48.933,28.613,False,,0.0,55.402,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,6.0,0.0,74.783,79.218,69.664,65.675,39.76,74.55,29.913,17.0,0.0,75.193,78.831,72.905,68.591,37.405,48.933,30.077,1.68,4.156,84.938,84.475,0.01,NORMAL
36,2026-06-01 09:00:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,0.0,1.0,4.0,19.0,29.0,42.0,0.0,0.0,0.0,0.0,2.451,78.19,7.08,78.186,70.807,21.81,2.92,10.84,24.93,75.904,71.266,6.47,3.84,16.69,1.86,38.186,0.0,23.333,28.323,False,,0.0,54.559,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,5.0,0.0,74.473,78.962,79.043,74.114,37.493,48.933,29.789,18.0,0.0,76.417,79.538,69.945,65.94,37.974,100.0,30.567,3.36,3.276,84.956,84.494,0.0,NORMAL
37,2026-06-01 09:15:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,2.0,3.0,17.0,31.0,44.0,0.0,0.0,0.0,3.36,2.274,78.32,7.21,78.324,72.137,21.68,2.79,11.97,27.41,68.878,64.934,6.48,3.86,16.65,1.86,38.321,0.0,74.533,28.855,False,,0.0,57.873,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,7.0,0.0,75.824,79.411,69.833,65.835,37.741,100.0,30.33,17.0,0.0,76.898,79.506,85.027,79.482,37.384,48.933,30.759,0.0,4.555,82.903,83.561,0.0,NORMAL
38,2026-06-01 09:30:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,4.0,6.0,7.0,20.0,35.0,48.0,0.0,0.0,0.0,6.72,2.506,79.2,7.4,79.196,73.957,20.8,2.6,11.1,25.51,75.078,70.562,6.52,3.9,16.58,1.88,38.605,0.16,100.0,29.583,False,,0.0,62.166,0.0,0.0,0.0,0.0,0.0,2.0,0.16,0.04,5.0,0.0,75.218,78.887,80.544,75.454,37.679,23.333,30.087,19.0,0.0,78.485,80.404,72.735,68.493,37.218,100.0,31.394,5.04,4.368,83.257,83.693,0.0,NORMAL
39,2026-06-01 09:45:00+00:00,9,0,0.707107,-0.707107,0.0,1.0,False,False,MORNING,2.0,6.0,8.0,22.0,36.0,50.0,0.0,0.0,0.0,3.36,2.94,79.22,7.48,79.218,74.783,20.78,2.52,11.97,27.41,69.664,65.675,6.79,3.95,16.26,1.93,39.76,0.0,74.55,29.913,False,,0.0,58.913,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,75.193,78.831,72.905,68.591,37.405,48.933,30.077,19.0,0.0,80.397,81.074,71.296,67.213,37.046,100.0,32.159,3.36,3.647,83.276,83.62,0.0,NORMAL
40,2026-06-01 10:00:00+00:00,10,0,0.5,-0.866025,0.0,1.0,False,False,MORNING,1.0,3.0,9.0,19.0,37.0,51.0,0.0,0.0,0.0,1.68,2.829,78.96,7.45,78.962,74.473,21.04,2.55,10.52,24.21,79.043,74.114,6.15,3.98,16.88,1.82,37.493,0.0,48.933,29.789,False,,0.0,58.423,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,76.417,79.538,69.945,65.94,37.974,100.0,30.567,19.0,0.0,79.31,80.856,71.104,67.032,37.735,23.333,31.724,5.04,2.282,84.348,84.202,0.0,NORMAL
